"","name","pop_total","pop_nhWhite","pop_black","pop_Hisp","popPctBlk","popPctHisp","Households","HHEnglish","HHPctNonEnglish","HHPctLingIsolated","PctForeignBorn","FamMedInc","FamMedIncBlk","FamMedIncHisp","FamMedIncNHWht","PctPovBlk","PctPovHisp","PctPovNHWht","PctAllPov","PctCrowdedBlk","PctCrowdedHisp","PctCrowdedNHWht","HHmedValueBlk","HHmedValueHisp","HHmedValueNHWht","X","X2006.2005","ALLpop2005","ALLpop2006","ALLpop2007","ALLpc0506","ALLpc0507","ALLpc0607","Wpop2005","Wpop2006","Wpop2007","Wpc0506","Wpc0507","Wpc0607","WFpop2005","WFpop2006","WFpop2007","WFpc0506","WFpc0507","WFpc0607","WMpop2005","WMpop2006","WMpop2007","WMpc0506","WMpc0507","WMpc0607","Bpop2005","Bpop2006","Bpop2007","Bpc0506","Bpc0507","Bpc0607","BFpop2005","BFpop2006","BFpop2007","BFpc0506","BFpc0507","BFpc0607","BMpop2005","BMpop2006","BMpop2007","BMpc0506","BMpc0507","BMpc0607","Hpop2005","Hpop2006","Hpop2007","Hpc0506","Hpc0507","Hpc0607","HFpop2005","HFpop2006","HFpop2007","HFpc0506","HFpc0507","HFpc0607","HMpop2005","HMpop2006","HMpop2007","HMpc0506","HMpc0507","HMpc0607","Apop2005","Apop2006","Apop2007","Apc0506","Apc0507","Apc0607","AFpop2005","AFpop2006","AFpop2007","AFpc0506","AFpc0507","AFpc0607","AMpop2005","AMpop2006","AMpop2007","AMpc0506","AMpc0507","AMpc0607"
"22055","Lafayette",190503,137867,44926,3400,0.2358,0.0178,72412,51854,0.2839,0.0294,0.025,45158,23114,45071,52226,0.309,0.1519,0.0604,0.1572,0.1236,0.1175,0.0244,57900,111900,111000,NA,1.39,197428,203457,204843,3.05377150150941,3.75579958263266,0.68122502543535,139191,140900,141678,1.22780926927747,1.78675345388710,0.552164655784244,70939,71829,72184,1.25459902169470,1.75502896855044,0.494229350262429,68252,69071,69494,1.19996483619528,1.81972689444998,0.612413313836487,49302,52985,53184,7.47028518112855,7.8739199221127,0.375577993771822,25931,27893,27974,7.56623346573599,7.87860090239482,0.290395439716058,23371,25092,25210,7.36382696504215,7.86872619913568,0.470269408576439,3978,4261,4548,7.114127702363,14.3288084464555,6.73550809669092,1938,2086,2224,7.63673890608875,14.7574819401445,6.61553211888782,2040,2175,2324,6.61764705882353,13.921568627451,6.85057471264368,2739,2951,3015,7.74005111354509,10.0766703176342,2.16875635377838,270,281,288,4.07407407407407,6.66666666666667,2.49110320284698,318,327,329,2.83018867924528,3.45911949685535,0.611620795107034
"22057","Lafourche",89974,73973,11201,1464,0.1245,0.0163,32093,20890,0.3491,0.043,0.0148,40504,16035,33500,43798,0.4597,0.1678,0.088,0.1653,0.1356,0.225,0.042,55200,98800,80400,NA,0.95,91433,92878,92713,1.58039219975282,1.39993219078451,-0.177652404229204,74178,74785,74511,0.818301922402869,0.448920165008493,-0.3663836330815,37875,38210,38048,0.884488448844885,0.456765676567657,-0.423972781994242,36303,36575,36463,0.749249373330028,0.440734925488252,-0.30622009569378,12089,12794,12751,5.83174786996443,5.47605260981057,-0.336095044552134,6503,6882,6858,5.82807934799323,5.45901891434722,-0.3487358326068,5586,5912,5893,5.8360186179735,5.49588256355174,-0.321380243572395,1516,1631,1722,7.58575197889182,13.5883905013193,5.5793991416309,711,770,818,8.29817158931083,15.0492264416315,6.23376623376623,805,861,904,6.95652173913043,12.2981366459627,4.99419279907085,721,745,769,3.32871012482663,6.65742024965326,3.22147651006711,1024,1022,1028,-0.1953125,0.390625,0.587084148727984,1108,1103,1110,-0.451263537906137,0.180505415162455,0.634632819582956
"22059","La Salle",14282,12200,1757,115,0.123,0.0081,5288,5052,0.0446,8e-04,0.0064,36197,15000,27500,37236,0.4275,0.05,0.1289,0.1875,0.0531,0.1935,0.0138,29200,32500,55200,NA,0.92,13904,14046,14041,1.02128883774453,0.985327963176064,-0.0355973230813043,11778,11885,11864,0.908473425029716,0.730174902360333,-0.176693310896088,6045,6105,6087,0.99255583126551,0.694789081885856,-0.294840294840295,5733,5780,5777,0.819815105529391,0.767486481772196,-0.0519031141868512,1770,1795,1807,1.41242937853107,2.09039548022599,0.668523676880223,664,677,684,1.95783132530120,3.01204819277108,1.03397341211226,1106,1118,1123,1.08499095840868,1.53707052441230,0.447227191413238,120,123,122,2.5,1.66666666666667,-0.8130081300813,59,61,61,3.38983050847458,3.38983050847458,0,61,62,61,1.63934426229508,0,-1.61290322580645,25,25,24,0,-4,-4,58,59,60,1.72413793103448,3.44827586206897,1.69491525423729,48,49,50,2.08333333333333,4.16666666666667,2.04081632653061
"22061","Lincoln",42509,24216,16758,398,0.3942,0.0094,15249,14281,0.0635,0.008,0.0212,38972,20386,29792,49518,0.3851,0.2,0.0651,0.2648,0.0651,0.0748,0.0125,55100,82000,88600,NA,-1.71,42715,42580,42562,-0.316048226618284,-0.358187990167389,-0.0422733677782997,23928,23492,23583,-1.82213306586426,-1.44182547642929,0.387365911799762,11926,11719,11749,-1.73570350494717,-1.48415227234613,0.255994538783173,12002,11773,11834,-1.90801533077820,-1.39976670554908,0.518134715025907,17144,17482,17359,1.9715352309846,1.25408306112926,-0.70358082599245,9133,9291,9224,1.72999014562575,0.99638672944268,-0.721127973307502,8011,8191,8135,2.24691049806516,1.54787167644489,-0.68367720669027,567,583,601,2.82186948853616,5.99647266313933,3.08747855917667,260,269,277,3.46153846153846,6.53846153846154,2.97397769516729,307,314,324,2.28013029315961,5.53745928338762,3.18471337579618,669,605,582,-9.56651718983558,-13.0044843049327,-3.80165289256198,36,37,39,2.77777777777778,8.33333333333333,5.40540540540541,52,54,55,3.84615384615385,5.76923076923077,1.85185185185185
"22063","Livingston",91814,85780,3778,880,0.0411,0.0096,32654,30307,0.0719,0.0039,0.0076,44071,27127,34583,45141,0.2503,0.0933,0.0845,0.1137,0.065,0.0646,0.0405,71900,97500,97400,NA,4.7,107480,113275,116580,5.39170078154075,8.46669147748418,2.9176782167292,99152,103661,106141,4.5475633370986,7.0487736001291,2.39241373322657,50034,52351,53602,4.63085102130551,7.13115081744414,2.38963916639606,49118,51310,52539,4.46272242355145,6.96486013274156,2.39524459169752,5400,6341,6778,17.4259259259259,25.5185185185185,6.89165746727646,2852,3340,3569,17.1107994389902,25.1402524544180,6.8562874251497,2548,3001,3209,17.7786499215071,25.9419152276295,6.93102299233589,1505,1725,1951,14.6179401993355,29.6345514950166,13.1014492753623,734,844,950,14.9863760217984,29.4277929155313,12.5592417061611,771,881,1001,14.2671854734112,29.8313878080415,13.6208853575482,392,491,607,25.2551020408163,54.8469387755102,23.6252545824847,219,227,232,3.65296803652968,5.93607305936073,2.20264317180617,186,192,197,3.2258064516129,5.91397849462366,2.60416666666667
"22065","Madison",13728,5030,8355,288,0.6086,0.021,4459,4294,0.037,0,0.0046,23589,16204,31944,36069,0.4448,0.1,0.1256,0.3665,0.1226,0.0556,0.0117,27800,NA,57800,NA,-4.07,12105,11964,11858,-1.16480793060719,-2.04047914085089,-0.885991307255099,4404,4215,4188,-4.29155313351499,-4.90463215258856,-0.640569395017794,2239,2137,2117,-4.55560518088432,-5.44886109870478,-0.935891436593355,2165,2078,2071,-4.01847575057737,-4.34180138568129,-0.336862367661213,7332,7376,7291,0.600109110747409,-0.559192580469176,-1.15238611713666,3761,3781,3726,0.531773464504121,-0.930603562882212,-1.45464162919862,3571,3595,3565,0.672080649677961,-0.168020162419490,-0.834492350486787,186,188,190,1.07526881720430,2.15053763440860,1.06382978723404,76,77,78,1.31578947368421,2.63157894736842,1.29870129870130,110,111,112,0.909090909090909,1.81818181818182,0.9009009009009,20,20,20,0,0,0,11,11,11,0,0,0,9,9,9,0,0,0
"22067","Morehouse",31021,17172,13352,204,0.4304,0.0066,11410,11038,0.0326,0.0027,0.0035,31358,19161,31023,38832,0.3889,0.234,0.1013,0.2679,0.0879,0.1778,0.0297,32800,132100,61900,NA,-1.91,29440,29274,28783,-0.563858695652174,-2.23165760869565,-1.67725626836100,16033,15721,15396,-1.94598640304372,-3.97305557288093,-2.06729851790599,8210,8038,7875,-2.09500609013398,-4.08038976857491,-2.02786762876337,7823,7683,7521,-1.78959478460948,-3.86041160680046,-2.10855134713003,12979,13119,12947,1.07866553663610,-0.246552122659681,-1.31107553929415,6938,7014,6921,1.09541654655520,-0.245027385413664,-1.32591958939264,6041,6105,6026,1.05942724714451,-0.248303261049495,-1.29402129402129,171,174,178,1.75438596491228,4.09356725146199,2.29885057471264,73,75,77,2.73972602739726,5.47945205479452,2.66666666666667,98,99,101,1.02040816326531,3.06122448979592,2.02020202020202,71,71,70,0,-1.40845070422535,-1.40845070422535,19,19,19,0,0,0,25,26,26,4,4,0
"22069","Natchitoches",39080,22370,14746,486,0.3773,0.0124,14254,13481,0.0542,0.0055,0.0146,32816,19398,29559,42205,0.3954,0.1023,0.1013,0.2652,0.0904,0.0796,0.0226,50400,74500,84400,NA,-0.15,38803,39412,39485,1.56946627838054,1.75759606216014,0.185222774789404,22084,22040,22084,-0.199239268248506,0,0.199637023593466,11421,11409,11442,-0.105069608615708,0.183871815077489,0.289245332632133,10663,10631,10642,-0.300103160461409,-0.196942699052799,0.103470981093030,15177,15789,15785,4.03241747380905,4.00606180404560,-0.025334093356134,8067,8383,8379,3.91719350440064,3.86760877649684,-0.0477156149349875,7110,7406,7406,4.16315049226442,4.16315049226442,0,463,474,479,2.37580993520518,3.45572354211663,1.05485232067511,225,231,233,2.66666666666667,3.55555555555556,0.865800865800866,238,243,246,2.10084033613445,3.36134453781513,1.23456790123457,263,277,291,5.32319391634981,10.6463878326996,5.05415162454874,221,222,223,0.452488687782805,0.90497737556561,0.45045045045045,221,222,224,0.452488687782805,1.35746606334842,0.9009009009009
"22071","Orleans",484674,129215,322813,15032,0.666,0.031,188365,168104,0.1076,0.0174,0.0425,32338,25017,34077,62312,0.313,0.1694,0.0425,0.2794,0.1064,0.0925,0.0095,73700,86100,138500,NA,-43.67,453726,210198,239124,-53.6729215429576,-47.2977083085386,13.7613107641367,121856,68739,74491,-43.589975052521,-38.8696494222689,8.36788431603602,61466,34492,37268,-43.8844239091530,-39.3681059447499,8.04824307085701,60390,34247,37223,-43.2902798476569,-38.3623116410002,8.68981224632815,304268,126309,146631,-58.4875833147094,-51.8086029421431,16.0891147899200,165242,70869,81752,-57.1119933188899,-50.5258953534816,15.3565028432742,139026,55440,64879,-60.1225670018558,-53.3331894753499,17.0256132756133,11331,6285,7435,-44.5326979083929,-34.38354955432,18.2975338106603,5688,3168,3691,-44.3037974683544,-35.1090014064698,16.5088383838384,5643,3117,3744,-44.7634237107921,-33.652312599681,20.1154956689124,10929,6265,7273,-42.6754506359228,-33.4522829170098,16.0893854748603,623,321,373,-48.4751203852327,-40.1284109149278,16.1993769470405,612,317,374,-48.202614379085,-38.8888888888889,17.9810725552050
"22073","Ouachita",147250,93967,49475,1548,0.336,0.0105,55276,52333,0.0532,0.0063,0.0101,40206,21807,35938,49222,0.3595,0.2108,0.0696,0.2068,0.1167,0.1474,0.0198,46200,77800,90200,NA,-0.31,148289,149733,149502,0.973774184194377,0.81799728907741,-0.154274608803671,92499,92031,91748,-0.505951415690980,-0.811900669196424,-0.307505079810064,47898,47635,47450,-0.549083469038373,-0.935320890225062,-0.388369896084812,44601,44396,44298,-0.4596309499787,-0.679356965090469,-0.220740607261915,51315,52932,52909,3.15112540192926,3.10630419955179,-0.0434519761203053,27684,28544,28520,3.1064875018061,3.01979482733709,-0.0840807174887892,23631,24388,24389,3.20341923744234,3.20765096695019,0.00410037723470559,1902,2076,2113,9.14826498422713,11.0935856992639,1.78227360308285,863,936,954,8.45886442641947,10.5446118192352,1.92307692307692,1039,1140,1159,9.720885466795,11.5495668912416,1.66666666666667,1258,1351,1361,7.39268680445151,8.18759936406995,0.74019245003701,201,203,204,0.99502487562189,1.49253731343284,0.492610837438424,180,184,188,2.22222222222222,4.44444444444444,2.17391304347826
"22075","Plaquemines",26757,18401,6099,483,0.2279,0.0181,9001,7765,0.1373,0.0196,0.0278,42610,22873,35313,49509,0.3527,0.1393,0.0935,0.1803,0.1501,0.0515,0.0369,62400,71900,119500,NA,-22.22,28588,21625,21540,-24.356373303484,-24.6537008535050,-0.393063583815029,19182,14919,14640,-22.2239599624648,-23.6784485455114,-1.87009853207320,9571,7400,7252,-22.6831052136663,-24.2294431093930,-2,9611,7519,7388,-21.7667256268859,-23.1297471647071,-1.74225295917010,6735,4637,4791,-31.1507052709725,-28.8641425389755,3.3211127884408,3474,2365,2439,-31.9228554979850,-29.7927461139896,3.12896405919662,3261,2272,2352,-30.328120208525,-27.8748850045998,3.52112676056338,763,595,620,-22.0183486238532,-18.7418086500655,4.20168067226891,373,295,307,-20.9115281501340,-17.6943699731903,4.06779661016949,390,300,313,-23.0769230769231,-19.7435897435897,4.33333333333333,949,683,678,-28.0295047418335,-28.5563751317176,-0.732064421669107,310,276,277,-10.9677419354839,-10.6451612903226,0.36231884057971,284,242,247,-14.7887323943662,-13.0281690140845,2.06611570247934
"22077","Pointe Coupee",22763,13749,8616,234,0.3785,0.0103,8453,7365,0.1287,0.0146,0.0087,36625,19708,36250,45449,0.3762,0.0714,0.0918,0.2313,0.1023,0,0.0304,58100,96700,90900,NA,0.75,21828,22415,22392,2.68920652373099,2.58383727322705,-0.102609859469106,13288,13376,13392,0.662251655629139,0.78266104756171,0.119617224880383,6671,6725,6728,0.809473842002698,0.854444611002848,0.0446096654275093,6617,6651,6664,0.51382801873961,0.710291672963579,0.195459329424147,8068,8548,8488,5.9494298463064,5.2057511155181,-0.701918577445016,4308,4577,4541,6.24419684308264,5.40854224698236,-0.786541402665501,3760,3971,3947,5.61170212765957,4.97340425531915,-0.604381767816671,223,236,247,5.82959641255605,10.7623318385650,4.66101694915254,108,116,122,7.40740740740741,12.9629629629630,5.17241379310345,115,120,125,4.34782608695652,8.69565217391304,4.16666666666667,87,89,90,2.29885057471264,3.44827586206897,1.12359550561798,23,22,23,-4.34782608695652,0,4.54545454545455,32,33,34,3.125,6.25,3.03030303030303
"22079","Rapides",126337,83032,38660,1338,0.306,0.0106,47161,43454,0.0786,0.0067,0.0156,36671,21768,31346,43940,0.3576,0.2647,0.0845,0.2054,0.0758,0.1106,0.0192,48500,93200,82000,NA,0.41,127367,129994,130079,2.06254367300792,2.12927995477635,0.065387633275382,82549,82784,82832,0.284679402536675,0.342826684756932,0.0579822187862389,42727,42828,42826,0.236384487560559,0.231703606618766,-0.00466984215933501,39822,39956,40006,0.336497413490031,0.462056149866908,0.125137651416558,39292,41477,41343,5.56092843326886,5.21989208999287,-0.323070617450635,20751,21914,21827,5.60454917835285,5.18529227507108,-0.397006479875878,18541,19563,19516,5.51210830052317,5.25861604012729,-0.240249450493278,2137,2248,2373,5.19419747309312,11.0435189518016,5.56049822064057,965,1011,1063,4.76683937823834,10.1554404145078,5.14342235410485,1172,1237,1310,5.54607508532423,11.7747440273038,5.90137429264349,1266,1315,1327,3.87045813586098,4.81832543443918,0.91254752851711,485,487,488,0.412371134020619,0.618556701030928,0.205338809034908,484,488,490,0.826446280991736,1.23966942148760,0.409836065573771
"22081","Red River",9622,5518,3959,71,0.4115,0.0074,3409,3279,0.0381,0.0062,0.0045,27870,15635,25833,36410,0.5212,0.0833,0.1012,0.2986,0.1286,0,0.0231,33500,33800,56500,NA,-0.88,9217,9213,9195,-0.043398068785939,-0.238689378322665,-0.195376098990557,5169,5123,5118,-0.889920680982782,-0.986651189785258,-0.0975990630489947,2635,2617,2616,-0.683111954459203,-0.721062618595825,-0.0382116927779901,2534,2506,2502,-1.10497237569061,-1.26282557221784,-0.159616919393456,3881,3920,3900,1.00489564545220,0.489564545220304,-0.510204081632653,2115,2136,2124,0.99290780141844,0.425531914893617,-0.561797752808989,1766,1784,1776,1.01925254813137,0.566251415628539,-0.448430493273543,49,49,51,0,4.08163265306122,4.08163265306122,21,21,21,0,0,0,28,28,30,0,7.14285714285714,7.14285714285714,10,10,10,0,0,0,15,16,16,6.66666666666667,6.66666666666667,0,18,18,18,0,0,0
"22083","Richland",20981,12685,7940,211,0.3784,0.0101,7501,7221,0.0373,0,0.0051,29075,14476,33523,39475,0.4601,0.0392,0.1182,0.2792,0.115,0.0781,0.0265,37700,66000,66300,NA,0.54,20318,20473,20469,0.762870361256029,0.743183384191357,-0.0195379280027353,12289,12338,12339,0.398730572056311,0.406867930669705,0.00810504133571081,6459,6486,6484,0.418021365536461,0.387056819941167,-0.0308356460067838,5830,5852,5855,0.377358490566038,0.428816466552316,0.0512645249487355,7618,7701,7686,1.08952480966133,0.892622735626149,-0.194779898714453,4112,4149,4143,0.899805447470817,0.753891050583658,-0.144613159797542,3506,3552,3543,1.31203650884199,1.05533371363377,-0.253378378378378,230,248,250,7.82608695652174,8.69565217391304,0.806451612903226,115,126,127,9.56521739130435,10.4347826086957,0.793650793650794,115,122,123,6.08695652173913,6.95652173913043,0.819672131147541,41,43,45,4.8780487804878,9.7560975609756,4.65116279069767,20,20,21,0,5,5,19,19,20,0,5.26315789473684,5.26315789473684
"22085","Sabine",23459,16683,3816,649,0.1627,0.0277,9237,8732,0.0547,0.0043,0.0097,32470,16191,25000,36378,0.4502,0.259,0.1047,0.215,0.0982,0.0524,0.0238,34400,48300,65600,NA,0.22,23430,23600,23683,0.725565514297909,1.07981220657277,0.351694915254237,16597,16623,16699,0.156654817135627,0.614568897993613,0.457197858388979,8372,8390,8426,0.215002388915432,0.645007166746297,0.429082240762813,8225,8233,8273,0.0972644376899696,0.583586626139818,0.485849629539657,3905,4055,4031,3.84122919334187,3.22663252240717,-0.591861898890259,2115,2199,2179,3.97163120567376,3.02600472813239,-0.90950432014552,1790,1856,1852,3.68715083798883,3.46368715083799,-0.215517241379310,519,531,537,2.3121387283237,3.46820809248555,1.12994350282486,252,260,264,3.17460317460317,4.76190476190476,1.53846153846154,267,271,273,1.49812734082397,2.24719101123596,0.7380073800738,59,63,67,6.77966101694915,13.5593220338983,6.34920634920635,950,944,952,-0.631578947368421,0.210526315789474,0.847457627118644,885,888,901,0.338983050847458,1.80790960451977,1.46396396396396
"22087","St. Bernard",67229,56900,4573,3506,0.068,0.0522,25065,22362,0.1078,0.014,0.03,42785,22070,32897,45093,0.3186,0.1499,0.0873,0.1311,0.104,0.0827,0.029,64600,84000,85800,NA,-78.01,64683,13875,19826,-78.5492324103706,-69.3489788661627,42.8900900900901,52416,11302,15615,-78.4378815628816,-70.209478021978,38.1613873650681,27055,6172,8329,-77.1872112363704,-69.2145629273702,34.9481529488010,25361,5130,7286,-79.7720910058752,-71.2708489412878,42.0272904483431,6777,1020,2017,-84.9490925188136,-70.2375682455364,97.7450980392157,3549,532,1050,-85.0098619329389,-70.414201183432,97.3684210526316,3228,488,967,-84.8822800495663,-70.0433705080545,98.155737704918,3329,955,1398,-71.312706518474,-58.0054070291379,46.3874345549738,1657,502,709,-69.7042848521424,-57.2118286059143,41.2350597609562,1672,453,689,-72.9066985645933,-58.7918660287081,52.0971302428256,976,210,319,-78.483606557377,-67.3155737704918,51.9047619047619,178,53,60,-70.2247191011236,-66.2921348314607,13.2075471698113,189,67,72,-64.5502645502645,-61.9047619047619,7.46268656716418
"22089","St. Charles",48072,33949,11864,1364,0.2468,0.0284,16393,14441,0.1191,0.0115,0.0248,50562,28867,44875,58156,0.2403,0.1733,0.044,0.114,0.0965,0.1159,0.0196,77900,86900,113900,NA,2.47,50164,51969,52044,3.5981979108524,3.74770751933658,0.144316804248687,34117,34822,34500,2.06641850104054,1.12260749772841,-0.924702774108322,17190,17573,17397,2.22803955788249,1.20418848167539,-1.00153644795994,16927,17249,17103,1.90228628817865,1.03975896496721,-0.846425879761146,13474,14323,14611,6.30102419474544,8.43847409826332,2.01075193744327,7155,7582,7739,5.96785464709993,8.16212438853948,2.07069374835136,6319,6741,6872,6.67827187846178,8.751384712771,1.94333184987391,1546,1723,1794,11.4489003880983,16.0413971539457,4.12071967498549,760,850,884,11.8421052631579,16.3157894736842,4,786,873,910,11.0687022900763,15.7760814249364,4.23825887743414,468,525,550,12.1794871794872,17.5213675213675,4.76190476190476,74,75,76,1.35135135135135,2.70270270270270,1.33333333333333,82,85,89,3.65853658536585,8.53658536585366,4.70588235294118
"22091","St. Helena",10525,4862,5496,138,0.5222,0.0131,3865,3676,0.0489,0,0.0026,29950,19721,23393,41936,0.3897,0,0.0785,0.2683,0.0965,0.3077,0.0362,57200,121300,82700,NA,2.28,10183,10700,10620,5.07708926642443,4.29146616910537,-0.747663551401869,4644,4751,4748,2.30404823428079,2.23944875107666,-0.0631446011366028,2334,2400,2406,2.82776349614396,3.08483290488432,0.25,2310,2351,2342,1.77489177489177,1.38528138528139,-0.382815823054020,5323,5730,5640,7.64606424948337,5.95528837121924,-1.57068062827225,2819,3028,2980,7.41397658744236,5.71124512238382,-1.58520475561427,2504,2702,2660,7.9073482428115,6.23003194888179,-1.55440414507772,135,137,143,1.48148148148148,5.92592592592593,4.37956204379562,71,72,75,1.40845070422535,5.63380281690141,4.16666666666667,64,65,68,1.5625,6.25,4.61538461538461,11,12,13,9.0909090909091,18.1818181818182,8.33333333333333,5,5,5,0,0,0,5,5,5,0,0,0
"22093","St. James",21216,10539,10518,71,0.4958,0.0033,6999,6112,0.1267,0.0121,0.0021,41751,26131,41250,56085,0.3166,0.2143,0.0605,0.2069,0.1176,0.1429,0.0217,72700,81300,86000,NA,1.02,20982,21459,21578,2.27337718044038,2.84052997807645,0.554545878186309,10278,10356,10347,0.758902510215995,0.671336835960304,-0.0869061413673233,5150,5193,5181,0.83495145631068,0.601941747572815,-0.231080300404391,5128,5163,5166,0.682527301092044,0.741029641185647,0.0581057524694945,10433,10796,10920,3.47934438799962,4.66788076296367,1.14857354575769,5524,5708,5768,3.33091962346126,4.41708906589428,1.05115627189909,4909,5088,5152,3.64636382155225,4.95009166836423,1.25786163522013,154,182,186,18.1818181818182,20.7792207792208,2.19780219780220,71,84,86,18.3098591549296,21.1267605633803,2.38095238095238,83,98,100,18.0722891566265,20.4819277108434,2.04081632653061,18,18,18,0,0,0,10,10,10,0,0,0,10,10,10,0,0,0
"22095","St. John the Baptist",43044,21908,19153,1264,0.445,0.0294,14250,12795,0.1021,0.0093,0.0232,43925,31626,41696,52522,0.2503,0.1056,0.0554,0.1672,0.0969,0.2168,0.0217,74500,71000,90500,NA,0.58,45602,47693,47684,4.58532520503487,4.56558922854261,-0.0188706938125092,21685,21627,20863,-0.267465990315887,-3.79063869033894,-3.53262126046146,10947,10935,10538,-0.109619073718827,-3.73618342925002,-3.63054412437128,10738,10692,10325,-0.428385174147886,-3.84615384615385,-3.43247287691732,21541,23431,24076,8.7739659254445,11.7682558841279,2.75276343305877,11286,12296,12628,8.9491405280879,11.8908382066277,2.70006506180872,10255,11135,11448,8.58117991223793,11.6333495855680,2.81095644364616,1621,1814,1892,11.9062307217767,16.7180752621838,4.29988974641676,798,899,937,12.6566416040100,17.4185463659148,4.22691879866518,823,915,955,11.1786148238153,16.0388821385176,4.37158469945355,301,349,366,15.9468438538206,21.5946843853821,4.87106017191977,65,65,67,0,3.07692307692308,3.07692307692308,61,62,64,1.63934426229508,4.91803278688525,3.2258064516129
"22097","St. Landry",87700,49095,36867,655,0.4204,0.0075,32332,21894,0.3228,0.0462,0.0052,28908,17239,22083,37200,0.4322,0.375,0.1224,0.2928,0.1008,0.1754,0.037,45300,66000,67700,NA,1.04,88690,90764,91362,2.33848235426767,3.01274100800541,0.658851527037151,49646,50091,50478,0.896346130604681,1.67586512508561,0.772593879139965,25450,25699,25902,0.978388998035363,1.77603143418468,0.78991400443597,24196,24392,24576,0.810051248140188,1.57050752190445,0.754345687110528,37436,38948,39090,4.03889304412865,4.41820707340528,0.364588682345692,19917,20735,20807,4.10704423356931,4.46854445950695,0.347238967928623,17519,18213,18283,3.96141332267824,4.36097950796278,0.384340855432933,692,769,779,11.1271676300578,12.5722543352601,1.30039011703511,305,339,342,11.1475409836066,12.1311475409836,0.88495575221239,387,430,437,11.1111111111111,12.9198966408269,1.62790697674419,256,283,320,10.546875,25,13.0742049469965,76,76,77,0,1.31578947368421,1.31578947368421,63,64,66,1.58730158730159,4.76190476190476,3.125
"22099","St. Martin",48583,31761,15621,346,0.3215,0.0071,17121,8941,0.4778,0.0661,0.0093,36316,19042,50139,42127,0.388,0.1837,0.0965,0.2155,0.1023,0,0.048,53700,109700,78300,NA,1.89,50033,51221,51651,2.37443287430296,3.23386564867188,0.839499424064349,32993,33533,33951,1.63671081744612,2.90364622798776,1.24653326573823,16526,16800,17009,1.65799346484328,2.92266731211424,1.24404761904762,16467,16733,16942,1.61535191595312,2.88455699277343,1.24902886511684,15703,16242,16234,3.43246513405082,3.38151945488123,-0.049255017854944,8250,8535,8527,3.45454545454545,3.35757575757576,-0.0937316930287053,7453,7707,7707,3.40802361465182,3.40802361465182,0,375,465,470,24,25.3333333333333,1.07526881720430,179,219,222,22.3463687150838,24.0223463687151,1.36986301369863,196,246,248,25.5102040816327,26.5306122448980,0.8130081300813,530,537,542,1.32075471698113,2.26415094339623,0.931098696461825,78,79,81,1.28205128205128,3.84615384615385,2.53164556962025,78,79,80,1.28205128205128,2.56410256410256,1.26582278481013
"22101","St. Mary",53500,33053,16543,1448,0.3092,0.0271,19271,16186,0.1601,0.0188,0.0201,33064,18599,35588,40097,0.409,0.1711,0.1147,0.2361,0.0994,0.2087,0.0321,57300,65700,79100,NA,-0.37,50887,51649,51311,1.49743549433058,0.833218700257433,-0.654417316889001,31324,31145,30961,-0.571446813944579,-1.15885582939599,-0.590785037726762,15952,15880,15778,-0.451354062186560,-1.09077231695085,-0.642317380352645,15372,15265,15183,-0.696070778037991,-1.22950819672131,-0.537176547658041,16246,17099,16854,5.25052320571218,3.74245968238336,-1.43283232937599,8607,9071,8943,5.39096084582317,3.90379923318229,-1.41109028773013,7639,8028,7911,5.09228956669721,3.56067548108391,-1.45739910313901,1220,1277,1340,4.67213114754098,9.8360655737705,4.93343774471417,539,563,589,4.45269016697588,9.27643784786642,4.61811722912966,681,714,751,4.84581497797357,10.2790014684288,5.18207282913165,713,714,714,0.140252454417952,0.140252454417952,0,381,383,389,0.5249343832021,2.0997375328084,1.56657963446475,416,423,427,1.68269230769231,2.64423076923077,0.945626477541371
"22103","St. Tammany",191268,162632,18194,5078,0.0951,0.0265,69281,63074,0.0896,0.0054,0.0237,55346,31875,49219,58159,0.251,0.0683,0.0589,0.0972,0.0703,0.1014,0.0187,84800,124100,127600,NA,3,217551,224227,226625,3.06870572877164,4.17097600102964,1.06945193932934,179117,184122,184799,2.79426296778084,3.17222820837776,0.36769098749742,90822,93627,93952,3.08845874347625,3.4463015568915,0.347122090849862,88295,90495,90847,2.49164731864771,2.89031088963135,0.388971766395933,25795,26339,27340,2.10893584027912,5.9895328552045,3.80044800485971,13456,13704,14234,1.84304399524376,5.78180737217598,3.86748394629305,12339,12635,13106,2.39889780371181,6.2160628900235,3.72774040364068,6583,7156,7588,8.7042381892754,15.2665957770014,6.03689211850196,3312,3597,3798,8.60507246376812,14.6739130434783,5.58798999165972,3271,3559,3790,8.8046468969734,15.8667074289208,6.49058724360775,2413,2803,2891,16.1624533775383,19.8093659345213,3.13949339992865,535,553,568,3.36448598130841,6.16822429906542,2.7124773960217,533,547,562,2.62664165103189,5.44090056285178,2.74223034734918
