"","x","y","id"
"259",1007956,212375.4,"22049"
"260",1008474,211028.2,"22049"
"261",1017718,201893.5,"22049"
"262",1017724,197090.7,"22049"
"263",1017715,182529.8,"22049"
"264",970317.9,182644.4,"22049"
"265",973937.6,216626.3,"22049"
"266",NA,NA,"22049"
"267",1094962,189301,"22041"
"268",1087441,153664,"22041"
"269",1085375,160026.7,"22041"
"270",1080693,162444.6,"22041"
"271",1080509,161526.2,"22041"
"272",1078693,158743.7,"22041"
"273",1075121,155086.7,"22041"
"274",1072636,153437.2,"22041"
"275",1068092,152353.2,"22041"
"276",1066751,154177.8,"22041"
"277",1064623,157730.7,"22041"
"278",1061382,161256.3,"22041"
"279",1059062,162839.6,"22041"
"280",1057683,163312,"22041"
"281",1056511,165894,"22041"
"282",1054563,173808.8,"22041"
"283",1059636,176637.8,"22041"
"284",1059518,179500.6,"22041"
"285",1059057,180449.4,"22041"
"286",1057095,183275.7,"22041"
"287",1064891,190792.2,"22041"
"288",1069494,200335.3,"22041"
"289",1078042,209652.5,"22041"
"290",1081610,211541.4,"22041"
"291",1096257,211763.9,"22041"
"292",1094962,189301,"22041"
"293",NA,NA,"22041"
"294",894949,193188.6,"22031"
"295",901065.2,188276.3,"22031"
"296",904263.4,176290.3,"22031"
"297",909925.1,166889.4,"22031"
"298",910900,165641.5,"22031"
"299",919190.5,159115.4,"22031"
"300",910925.4,149539.3,"22031"
"301",869561,149877.2,"22031"
"302",856768.9,165080.5,"22031"
"303",854559.5,189080.7,"22031"
"304",863193,188913,"22031"
"305",868405.4,192354.1,"22031"
"306",871806,195232.7,"22031"
"307",872158.6,196179.3,"22031"
"308",871989.2,196850.4,"22031"
"309",872326.2,198483.7,"22031"
"310",877198.4,203798.1,"22031"
"311",877730.5,204201.5,"22031"
"312",879130.2,204986.8,"22031"
"313",880919,205313.5,"22031"
"314",882553,204902.5,"22031"
"315",890152.3,202101.4,"22031"
"316",892053,200615.7,"22031"
"317",894167.8,198208,"22031"
"318",894995,196810,"22031"
"319",894949,193188.6,"22031"
"320",NA,NA,"22031"
"321",1094962,189301,"22107"
"322",1111176,189365.5,"22107"
"323",1111671,190217.9,"22107"
"324",1113344,191305.6,"22107"
"325",1123921,194255.5,"22107"
"326",1128202,194800.4,"22107"
"327",1128736,194770.8,"22107"
"328",1129916,193727.9,"22107"
"329",1129853,191324.7,"22107"
"330",1129828,191187.9,"22107"
"331",1138951,179842.5,"22107"
"332",1118446,152565.8,"22107"
"333",1107118,138809,"22107"
"334",1106092,137192.5,"22107"
"335",1090448,139231.7,"22107"
"336",1087441,153664,"22107"
"337",1094962,189301,"22107"
"338",NA,NA,"22107"
"339",1017724,197090.7,"22021"
"340",1043860,197128.3,"22021"
"341",1057095,183275.7,"22021"
"342",1059057,180449.4,"22021"
"343",1059518,179500.6,"22021"
"344",1059636,176637.8,"22021"
"345",1054563,173808.8,"22021"
"346",1056511,165894,"22021"
"347",1057683,163312,"22021"
"348",1046766,158358,"22021"
"349",1017718,158276.1,"22021"
"350",1017715,182529.8,"22021"
"351",1017724,197090.7,"22021"
"352",NA,NA,"22021"
"353",908468.3,193021.8,"22081"
"354",912529.8,192843.4,"22081"
"355",935077.3,182975.3,"22081"
"356",936170.4,181855.4,"22081"
"357",938361.2,178361,"22081"
"358",939941.3,172705,"22081"
"359",939948.3,172207,"22081"
"360",939216.7,165819.5,"22081"
"361",930055.7,155853.7,"22081"
"362",926080.2,154228.4,"22081"
"363",922267.1,154330.7,"22081"
"364",919553.8,155400.5,"22081"
"365",919190.5,159115.4,"22081"
"366",910900,165641.5,"22081"
"367",909925.1,166889.4,"22081"
"368",904263.4,176290.3,"22081"
"369",901065.2,188276.3,"22081"
"370",894949,193188.6,"22081"
"371",908468.3,193021.8,"22081"
"372",NA,NA,"22081"
"373",970317.9,182644.4,"22127"
"374",1017715,182529.8,"22127"
"375",1017718,158276.1,"22127"
"376",1013009,143773.2,"22127"
"377",988710.4,143827.4,"22127"
"378",988642,138618.5,"22127"
"379",988138.4,134117.8,"22127"
"380",955117.7,134137.2,"22127"
"381",961656.6,151985.9,"22127"
"382",963633.8,159673,"22127"
"383",963872.1,161011.6,"22127"
"384",963520.1,169239.8,"22127"
"385",961791,176465.5,"22127"
"386",958625.4,182799.7,"22127"
"387",970317.9,182644.4,"22127"
"388",NA,NA,"22127"
"389",935077.3,182975.3,"22069"
"390",958625.4,182799.7,"22069"
"391",961791,176465.5,"22069"
"392",963520.1,169239.8,"22069"
"393",963872.1,161011.6,"22069"
"394",963633.8,159673,"22069"
"395",961656.6,151985.9,"22069"
"396",955117.7,134137.2,"22069"
"397",979201.3,112847.2,"22069"
"398",954187.1,93974.48,"22069"
"399",929971,96091.05,"22069"
"400",930049,115364.2,"22069"
"401",920477.9,115408.1,"22069"
"402",920485.1,134938.7,"22069"
"403",910744.8,135042.6,"22069"
"404",910925.4,149539.3,"22069"
"405",919190.5,159115.4,"22069"
"406",919553.8,155400.5,"22069"
"407",922267.1,154330.7,"22069"
"408",926080.2,154228.4,"22069"
"409",930055.7,155853.7,"22069"
"410",939216.7,165819.5,"22069"
"411",939948.3,172207,"22069"
"412",939941.3,172705,"22069"
"413",938361.2,178361,"22069"
"414",936170.4,181855.4,"22069"
"415",935077.3,182975.3,"22069"
"416",NA,NA,"22069"
"417",1046766,158358,"22025"
"418",1057683,163312,"22025"
"419",1059062,162839.6,"22025"
"420",1061382,161256.3,"22025"
"421",1064623,157730.7,"22025"
"422",1066751,154177.8,"22025"
"423",1068092,152353.2,"22025"
"424",1072636,153437.2,"22025"
"425",1075121,155086.7,"22025"
"426",1078693,158743.7,"22025"
"427",1080509,161526.2,"22025"
"428",1080693,162444.6,"22025"
"429",1085375,160026.7,"22025"
"430",1087441,153664,"22025"
"431",1090448,139231.7,"22025"
"432",1077318,138127.2,"22025"
"433",1076516,137469.2,"22025"
"434",1065829,125641.7,"22025"
"435",1065174,124594,"22025"
"436",1061078,110449.9,"22025"
"437",1060427,107301.7,"22025"
"438",1060223,90490.31,"22025"
"439",1060504,89484.78,"22025"
"440",1063400,85164.46,"22025"
"441",1058194,87936.56,"22025"
"442",1056273,88498.68,"22025"
"443",1054567,88272.31,"22025"
"444",1053442,87184.64,"22025"
"445",1052707,85511.55,"22025"
"446",1053578,83224.5,"22025"
"447",1054637,81851.02,"22025"
"448",1054916,81102.66,"22025"
"449",1053067,80080.05,"22025"
"450",1048535,80523.2,"22025"
"451",1048129,81003.7,"22025"
"452",1046695,87954.06,"22025"
"453",1046814,91667.62,"22025"
"454",1046766,158358,"22025"
"455",NA,NA,"22025"
"456",1017718,158276.1,"22059"
"457",1046766,158358,"22059"
"458",1046814,91667.62,"22059"
"459",1039330,92698.19,"22059"
"460",1028873,108463.2,"22059"
"461",1024794,109830,"22059"
"462",1020636,114710.2,"22059"
"463",1016388,121053.7,"22059"
"464",1013585,129738.5,"22059"
"465",1013009,143773.2,"22059"
"466",1017718,158276.1,"22059"
"467",NA,NA,"22059"
"468",869561,149877.2,"22085"
"469",910925.4,149539.3,"22085"
"470",910744.8,135042.6,"22085"
"471",920485.1,134938.7,"22085"
"472",920477.9,115408.1,"22085"
"473",930049,115364.2,"22085"
"474",929971,96091.05,"22085"
"475",915283,96161.36,"22085"
"476",901341.8,86123.06,"22085"
"477",900138.7,82735.7,"22085"
"478",899443,76706.97,"22085"
"479",899664.7,76502.01,"22085"
"480",895181.1,75507.1,"22085"
"481",894421.9,81239.97,"22085"
"482",893864.7,84908.42,"22085"
"483",891480.5,97315.7,"22085"
"484",883178.1,110199.2,"22085"
"485",873307.5,121214.2,"22085"
"486",869561,149877.2,"22085"
"487",NA,NA,"22085"
"488",955117.7,134137.2,"22043"
"489",988138.4,134117.8,"22043"
"490",988642,138618.5,"22043"
"491",988710.4,143827.4,"22043"
"492",1013009,143773.2,"22043"
"493",1013585,129738.5,"22043"
"494",1016388,121053.7,"22043"
"495",1020636,114710.2,"22043"
"496",1024794,109830,"22043"
"497",1028873,108463.2,"22043"
"498",1018681,106311,"22043"
"499",987451,98740.3,"22043"
"500",984911,98477.6,"22043"
"501",982060.2,99575.03,"22043"
"502",981424.1,100060.9,"22043"
"503",980348.1,105819.3,"22043"
"504",979201.3,112847.2,"22043"
"505",955117.7,134137.2,"22043"
"506",NA,NA,"22043"
"507",1090448,139231.7,"22029"
"508",1106092,137192.5,"22029"
"509",1104504,134693.3,"22029"
"510",1104457,134619.3,"22029"
"511",1093462,114725.2,"22029"
"512",1093230,114293.4,"22029"
"513",1092846,113582.6,"22029"
"514",1092798,113493.7,"22029"
"515",1088145,84785.66,"22029"
"516",1085414,72927.37,"22029"
"517",1082429,55702.92,"22029"
"518",1080012,52462.52,"22029"
"519",1080391,55126.86,"22029"
"520",1074097,60611.41,"22029"
"521",1074865,62251.04,"22029"
"522",1075381,63853.18,"22029"
"523",1078415,76586.44,"22029"
"524",1077364,77913.11,"22029"
"525",1075642,78882.15,"22029"
"526",1075170,78778.81,"22029"
"527",1071978,79334.28,"22029"
"528",1067521,80714.72,"22029"
"529",1065428,82146.6,"22029"
"530",1063400,85164.46,"22029"
"531",1060504,89484.78,"22029"
"532",1060223,90490.31,"22029"
"533",1060427,107301.7,"22029"
"534",1061078,110449.9,"22029"
"535",1065174,124594,"22029"
"536",1065829,125641.7,"22029"
"537",1076516,137469.2,"22029"
"538",1077318,138127.2,"22029"
"539",1090448,139231.7,"22029"
"540",NA,NA,"22029"
"541",979201.3,112847.2,"22079"
"542",980348.1,105819.3,"22079"
"543",981424.1,100060.9,"22079"
"544",982060.2,99575.03,"22079"
"545",984911,98477.6,"22079"
"546",987451,98740.3,"22079"
"547",1018681,106311,"22079"
"548",1028873,108463.2,"22079"
"549",1039330,92698.19,"22079"
"550",1033135,89099.02,"22079"
"551",1027330,92072.67,"22079"
"552",1026931,92176.84,"22079"
"553",1026246,91938.58,"22079"
"554",1025391,91214,"22079"
"555",1025345,70046.59,"22079"
"556",1027090,54511.29,"22079"
"557",1020949,51587.91,"22079"
"558",1011429,55577.7,"22079"
"559",990654.6,43922.87,"22079"
"560",969052.5,43288.53,"22079"
"561",968709.2,56725.32,"22079"
"562",968600.7,83458.3,"22079"
"563",963853.5,90690.73,"22079"
"564",962248.4,91495.65,"22079"
"565",954187.1,93974.48,"22079"
"566",979201.3,112847.2,"22079"
"567",NA,NA,"22079"
"568",1039330,92698.19,"22009"
"569",1046814,91667.62,"22009"
"570",1046695,87954.06,"22009"
"571",1048129,81003.7,"22009"
"572",1048535,80523.2,"22009"
"573",1053067,80080.05,"22009"
"574",1054916,81102.66,"22009"
"575",1054637,81851.02,"22009"
"576",1053578,83224.5,"22009"
"577",1052707,85511.55,"22009"
"578",1053442,87184.64,"22009"
"579",1054567,88272.31,"22009"
"580",1056273,88498.68,"22009"
"581",1058194,87936.56,"22009"
"582",1063400,85164.46,"22009"
"583",1065428,82146.6,"22009"
"584",1067521,80714.72,"22009"
"585",1071978,79334.28,"22009"
"586",1075170,78778.81,"22009"
"587",1075642,78882.15,"22009"
"588",1077364,77913.11,"22009"
"589",1078415,76586.44,"22009"
"590",1075381,63853.18,"22009"
"591",1074865,62251.04,"22009"
"592",1074097,60611.41,"22009"
"593",1071605,57773.17,"22009"
"594",1065504,38805.21,"22009"
"595",1027483,38690.13,"22009"
"596",1020949,51587.91,"22009"
"597",1027090,54511.29,"22009"
"598",1025345,70046.59,"22009"
"599",1025391,91214,"22009"
"600",1026246,91938.58,"22009"
"601",1026931,92176.84,"22009"
"602",1027330,92072.67,"22009"
"603",1033135,89099.02,"22009"
"604",1039330,92698.19,"22009"
"605",NA,NA,"22009"
"606",929971,96091.05,"22115"
"607",954187.1,93974.48,"22115"
"608",962248.4,91495.65,"22115"
"609",963853.5,90690.73,"22115"
"610",968600.7,83458.3,"22115"
"611",968709.2,56725.32,"22115"
"612",969052.5,43288.53,"22115"
"613",954244.3,42033.1,"22115"
"614",939400.7,42593.03,"22115"
"615",911917,42856.71,"22115"
"616",898747.5,41389.13,"22115"
"617",899664.7,76502.01,"22115"
"618",899443,76706.97,"22115"
"619",900138.7,82735.7,"22115"
"620",901341.8,86123.06,"22115"
"621",915283,96161.36,"22115"
"622",929971,96091.05,"22115"
"623",NA,NA,"22115"
"624",1254412,58795.04,"22117"
"625",1264699,59079.8,"22117"
"626",1264699,59079.8,"22117"
"627",1264700,59069.36,"22117"
"628",1264765,55625.63,"22117"
"629",1263346,49798.98,"22117"
"630",1262274,47719.72,"22117"
"631",1261710,47659.91,"22117"
"632",1260902,47574.26,"22117"
"633",1260670,47375.54,"22117"
"634",1259225,42218.98,"22117"
"635",1257492,35174.3,"22117"
"636",1256067,29393.08,"22117"
"637",1254687,21533.53,"22117"
"638",1214983,25755.45,"22117"
"639",1215031,27723.52,"22117"
"640",1208739,44410.6,"22117"
"641",1205852,46997.74,"22117"
"642",1205593,57521.35,"22117"
"643",1213964,57724.12,"22117"
"644",1254412,58795.04,"22117"
"645",NA,NA,"22117"
"646",1186451,57088.27,"22105"
"647",1205593,57521.35,"22105"
"648",1205852,46997.74,"22105"
"649",1208739,44410.6,"22105"
"650",1215031,27723.52,"22105"
"651",1214983,25755.45,"22105"
"652",1217328,-28299.99,"22105"
"653",1214000,-27684.19,"22105"
"654",1201970,-21823.83,"22105"
"655",1200198,-21342.71,"22105"
"656",1199039,-20756.42,"22105"
"657",1197932,-19782.63,"22105"
"658",1194803,-16307.17,"22105"
"659",1187729,-5715.633,"22105"
"660",1185632,193.8802,"22105"
"661",1185284,18287.33,"22105"
"662",1184590,57055.97,"22105"
"663",1186451,57088.27,"22105"
"664",NA,NA,"22105"
"665",1184590,57055.97,"22091"
"666",1185284,18287.33,"22091"
"667",1152356,17681.44,"22091"
"668",1158148,25522.31,"22091"
"669",1158436,33618.55,"22091"
"670",1158211,39833.72,"22091"
"671",1156678,49505.42,"22091"
"672",1159873,56603.27,"22091"
"673",1184590,57055.97,"22091"
"674",NA,NA,"22091"
"675",1082429,55702.93,"22125"
"676",1126431,56116.74,"22125"
"677",1124756,48500.3,"22125"
"678",1121457,35829.76,"22125"
"679",1117349,29364.23,"22125"
"680",1116298,28108.92,"22125"
"681",1114739,23810.39,"22125"
"682",1114404,20166.72,"22125"
"683",1114558,17598.27,"22125"
"684",1112068,18199.06,"22125"
"685",1109427,26228.22,"22125"
"686",1107714,29024.22,"22125"
"687",1107184,29250.14,"22125"
"688",1091942,32698.71,"22125"
"689",1081607,38567.86,"22125"
"690",1081069,38906.04,"22125"
"691",1080390,39583.99,"22125"
"692",1080173,40229.08,"22125"
"693",1080012,52462.52,"22125"
"694",1082429,55702.93,"22125"
"695",NA,NA,"22125"
"696",1074097,60611.42,"22125"
"697",1080391,55126.85,"22125"
"698",1071605,57773.17,"22125"
"699",1074097,60611.42,"22125"
"700",NA,NA,"22125"
"701",1137509,56234.78,"22037"
"702",1159873,56603.27,"22037"
"703",1156678,49505.42,"22037"
"704",1158211,39833.72,"22037"
"705",1158436,33618.55,"22037"
"706",1158148,25522.31,"22037"
"707",1119340,23425.13,"22037"
"708",1118347,22700.32,"22037"
"709",1115262,17221.73,"22037"
"710",1114558,17598.27,"22037"
"711",1114404,20166.72,"22037"
"712",1114739,23810.38,"22037"
"713",1116298,28108.92,"22037"
"714",1117349,29364.23,"22037"
"715",1121457,35829.76,"22037"
"716",1124756,48500.3,"22037"
"717",1126431,56116.75,"22037"
"718",1137509,56234.78,"22037"
"719",NA,NA,"22037"
"720",1071605,57773.17,"22077"
"721",1080391,55126.86,"22077"
"722",1080012,52462.52,"22077"
"723",1080173,40229.08,"22077"
"724",1080390,39583.99,"22077"
"725",1081069,38906.04,"22077"
"726",1081607,38567.86,"22077"
"727",1091942,32698.7,"22077"
"728",1107184,29250.15,"22077"
"729",1107714,29024.22,"22077"
"730",1109427,26228.22,"22077"
"731",1112068,18199.06,"22077"
"732",1097453,138.9815,"22077"
"733",1076728,-1.767908,"22077"
"734",1071421,-5.720545,"22077"
"735",1072617,4039.181,"22077"
"736",1073658,19085.94,"22077"
"737",1073395,22813.51,"22077"
"738",1070313,31281.7,"22077"
"739",1066866,37639.59,"22077"
"740",1065504,38805.21,"22077"
"741",1071605,57773.17,"22077"
"742",NA,NA,"22077"
"743",990654.6,43922.87,"22039"
"744",1011429,55577.7,"22039"
"745",1020949,51587.91,"22039"
"746",1027483,38690.13,"22039"
"747",1031366,29761.85,"22039"
"748",1031370,23706.19,"22039"
"749",1031359,19420.19,"22039"
"750",1026910,7588.021,"22039"
"751",1022782,4301.542,"22039"
"752",1008128,4285.867,"22039"
"753",1004912,3817.362,"22039"
"754",1003861,2730.253,"22039"
"755",1000647,-2162.356,"22039"
"756",987324,-2082.803,"22039"
"757",987482.5,-1337.178,"22039"
"758",988149.8,-768.1193,"22039"
"759",989040,721.7556,"22039"
"760",992060.8,7322.821,"22039"
"761",991880.7,7836.349,"22039"
"762",990660.3,9054.868,"22039"
"763",990571,29311.36,"22039"
"764",990570.4,33462.52,"22039"
"765",990654.6,43922.87,"22039"
"766",NA,NA,"22039"
"767",969052.5,43288.53,"22003"
"768",990654.6,43922.87,"22003"
"769",990570.4,33462.52,"22003"
"770",990571,29311.36,"22003"
"771",990660.3,9054.868,"22003"
"772",991880.7,7836.349,"22003"
"773",992060.8,7322.821,"22003"
"774",989040,721.7556,"22003"
"775",988149.8,-768.1193,"22003"
"776",987482.5,-1337.178,"22003"
"777",973692,-1265.547,"22003"
"778",965935.3,-4980.479,"22003"
"779",950604.4,-6775.625,"22003"
"780",939347.6,-8293.759,"22003"
"781",939534.9,11016.95,"22003"
"782",947543.8,11036.1,"22003"
"783",954038.6,11005.8,"22003"
"784",954379,33333.81,"22003"
"785",954244.3,42033.1,"22003"
"786",969052.5,43288.53,"22003"
"787",NA,NA,"22003"
"788",1065504,38805.21,"22097"
"789",1066866,37639.59,"22097"
"790",1070313,31281.7,"22097"
"791",1073395,22813.51,"22097"
"792",1073658,19085.94,"22097"
"793",1072617,4039.181,"22097"
"794",1071421,-5.720545,"22097"
"795",1075063,-5395.9,"22097"
"796",1078930,-11373.92,"22097"
"797",1066060,-11515.71,"22097"
"798",1065366,-10897.66,"22097"
"799",1060610,-9003.253,"22097"
"800",1054725,-11327.48,"22097"
"801",1049162,-14454.82,"22097"
"802",1034438,-22246.88,"22097"
"803",1034494,-19824.48,"22097"
"804",1031087,-6959.378,"22097"
"805",1024496,-2154.507,"22097"
"806",1000647,-2162.356,"22097"
"807",1003861,2730.253,"22097"
"808",1004912,3817.362,"22097"
"809",1008128,4285.867,"22097"
"810",1022782,4301.542,"22097"
"811",1026910,7588.021,"22097"
"812",1031359,19420.19,"22097"
"813",1031370,23706.19,"22097"
"814",1031366,29761.85,"22097"
"815",1027483,38690.13,"22097"
"816",1065504,38805.21,"22097"
"817",NA,NA,"22097"
"818",954244.3,42033.1,"22011"
"819",954379,33333.81,"22011"
"820",954038.6,11005.8,"22011"
"821",947543.8,11036.1,"22011"
"822",939534.9,11016.95,"22011"
"823",939347.6,-8293.759,"22011"
"824",939337.5,-10581.8,"22011"
