CustID	TripID	DatePch	SaleAmt	SalesQty
703165	20	2003-06-12	4247	3
703165	145	2005-01-31	1809	1
703165	209	2005-04-15	1699	1
703197	56	2003-11-10	8778	6
703398	21	2003-11-10	5047	6
703398	76	2004-11-19	3307	3
703398	281	2006-04-27	3258	2
703472	21	2004-02-19	4353	4
703472	207	2004-10-25	3274	3
703521	37	2003-05-20	2654	1
703521	142	2004-04-26	4909	1
703521	122	2004-06-29	1949	2
703578	38	2003-03-28	2554	1
703578	61	2003-11-07	10863	3
703578	189	2004-10-20	9323	3
703786	55	2003-07-15	2954	1
703786	4	2003-12-01	683	3
703786	76	2004-01-29	5067	17
703786	98	2004-12-22	953	1
703786	292	2005-05-23	1898	1
703835	40	2003-04-23	2354	1
703835	167	2004-04-22	3384	3
703835	270	2005-04-15	2919	1
703898	38	2003-02-28	2574	2
703898	21	2004-06-08	2404	1
703898	180	2004-07-30	4777	3
703898	284	2005-07-12	3749	2
703898	321	2005-08-05	5698	2
703898	467	2006-03-14	3878	1
703911	36	2004-01-24	5418	4
703911	170	2005-03-28	763	1
703911	283	2005-05-13	4119	1
703911	279	2005-05-13	4119	1
703979	21	2004-06-02	3779	1
703979	189	2004-10-14	6174	1
703979	492	2006-05-08	3578	1
704086	24	2003-07-03	2679	1
704086	144	2004-07-19	5886	4
704086	487	2006-05-11	4349	1
704248	55	2003-05-28	2954	1
704248	167	2004-04-21	3134	1
704248	138	2004-09-03	7787	4
704248	179	2004-09-03	8101	4
704248	307	2005-09-20	3649	1
704248	270	2005-11-28	3019	1
704248	488	2006-05-01	5349	2
704319	472	2006-04-12	8171	1
704492	20	2003-06-12	4208	2
704492	145	2005-01-31	1848	2
704492	209	2005-04-15	1699	1
704529	20	2004-02-14	3574	5
704529	147	2005-01-18	2459	1
704529	409	2006-02-27	2269	2
704647	3	2003-01-08	2354	1
704647	74	2004-01-29	5117	3
704647	272	2005-05-19	2219	2
704665	18	2004-02-27	1098	1
704665	168	2004-05-18	1886	3
704665	288	2005-05-16	2127	2
704665	487	2006-05-10	4249	2
704759	38	2003-04-01	2554	1
704759	8	2003-06-25	4922	1
704759	95	2004-04-15	1374	1
704759	168	2004-05-27	1837	2
704759	68	2004-06-03	1687	2
704759	287	2005-05-16	2627	2
704759	281	2005-06-01	3659	2
704759	481	2006-05-11	1848	1
704905	119	2004-08-16	2424	1
704905	179	2004-11-14	4849	1
705017	76	2004-02-27	2849	1
705017	271	2005-05-18	2219	2
705017	409	2005-10-03	2269	1
705017	481	2006-05-04	1848	1
705110	54	2003-02-25	3204	4
705110	140	2004-04-28	10775	5
705110	279	2005-07-07	4559	2
705110	269	2005-07-07	3919	1
705110	488	2006-05-01	5349	1
705298	417	2005-10-17	3569	1
705298	487	2006-05-01	4349	1
705346	5	2002-09-06	2054	1
705346	23	2004-01-30	2718	3
705346	258	2005-10-14	2019	1
705346	278	2005-12-28	3359	2
705354	36	2003-05-14	5483	4
705354	139	2004-07-13	6788	2
705566	157	2004-04-27	2098	3
705566	289	2005-04-29	2627	2
705566	487	2006-05-09	4249	2
706147	188	2004-09-23	8738	3
706182	159	2004-05-27	1923	2
706182	139	2004-12-07	6658	3
706182	281	2005-07-08	3329	1
706182	277	2005-07-08	3329	1
706230	40	2003-04-10	2354	1
706230	479	2006-05-12	4898	1
706322	128	2004-04-08	1624	1
706322	87	2004-11-15	2407	3
706322	264	2005-05-19	1219	1
706322	476	2006-05-02	2298	1
706342	188	2004-10-12	5574	1
706342	492	2006-05-08	3578	1
706551	24	2003-05-22	3087	3
706551	277	2006-05-02	2409	1
706551	281	2006-05-02	2409	1
706634	55	2003-05-08	3004	4
706634	167	2004-04-28	3134	1
706634	280	2005-04-18	3499	1
706634	276	2005-04-18	3499	1
706701	207	2005-04-04	3299	2
706701	283	2005-11-08	4559	1
706745	60	2003-08-29	8846	7
706745	5	2003-11-26	1253	2
706745	23	2004-04-07	2879	3
706745	66	2004-08-28	938	3
706745	139	2004-11-23	7608	2
706745	221	2005-02-10	6174	1
706745	285	2005-05-04	4248	2
706745	321	2006-03-08	5698	1
706745	273	2006-03-08	2619	1
706745	399	2006-04-04	1728	1
706807	23	2004-02-11	3103	5
706807	144	2004-07-13	5938	2
706966	40	2002-11-05	2354	1
706966	179	2004-07-26	6802	6
706966	309	2005-10-31	3649	1
707094	3	2004-01-14	2354	1
707094	177	2005-05-02	7349	1
707094	427	2005-09-20	8659	1
707094	285	2006-01-13	2349	1
707200	139	2005-03-08	8287	3
707200	243	2005-07-15	2919	1
707456	116	2004-07-06	2324	2
707456	207	2004-11-16	3219	3
707456	418	2005-09-30	4369	1
707479	166	2004-04-24	3398	3
707479	488	2006-05-01	5349	1
707495	18	2003-09-03	1298	1
707495	168	2004-06-16	1788	2
707495	213	2004-10-20	1674	16
707495	179	2005-05-13	3593	6
707495	421	2005-09-29	2069	1
707495	246	2005-11-13	1669	2
707495	508	2006-05-05	3098	2
707607	24	2003-12-10	3438	4
707607	139	2004-07-13	8076	5
707607	209	2004-11-22	1944	3
707607	421	2005-09-28	2069	1
707973	144	2004-04-30	5847	3
707973	307	2005-08-10	3749	1
707973	487	2006-04-25	4349	1
708386	448	2006-04-20	7798	1
708522	135	2004-03-15	2398	1
708522	321	2005-07-20	5698	1
708548	68	2004-02-09	1588	15
708548	451	2006-03-04	5698	1
708707	39	2003-03-11	2454	1
708707	88	2004-04-21	1849	1
708707	477	2006-04-25	3998	1
709002	23	2003-09-24	2579	2
709002	144	2004-05-04	5758	2
709263	6	2003-12-09	1129	1
709263	23	2004-05-18	2604	3
709263	139	2004-11-23	6786	8
709263	282	2005-05-25	3059	2
709263	278	2005-05-25	3059	2
709336	37	2003-04-23	2654	1
709336	168	2004-07-13	1838	1
709336	179	2005-05-13	5255	3
709395	24	2003-06-25	2718	2
709395	142	2004-07-13	5126	4
709395	228	2005-07-08	1969	1
709395	273	2006-02-12	1469	1
709395	313	2006-04-26	2249	2
709395	487	2006-05-09	4349	2
709571	23	2004-05-26	1800	1
709571	151	2005-01-05	1959	1
709571	179	2005-06-04	3993	3
709571	272	2006-01-25	1719	1
709654	472	2006-04-07	7671	1
709839	151	2005-01-10	1959	1
709839	178	2005-07-27	3997	3
709839	242	2005-11-14	2669	1
709917	37	2003-05-22	2799	2
709917	67	2003-09-12	2038	4
709917	179	2004-07-26	5702	3
709917	300	2005-07-12	40	1
709917	288	2005-09-20	2127	2
709917	246	2005-09-20	1969	1
709917	466	2006-03-17	3378	1
709925	20	2003-04-29	4339	3
709925	19	2003-04-30	1448	1
709925	321	2005-07-19	5698	2
710011	40	2003-01-31	2354	1
710011	181	2004-07-23	4148	2
710011	479	2006-04-14	4898	1
710040	23	2003-09-16	2457	4
710040	142	2004-07-13	5175	7
710040	247	2005-07-08	2269	1
710141	24	2004-01-27	3542	6
710141	66	2004-09-27	938	1
710141	278	2005-09-20	3109	1
710202	207	2005-01-11	3274	1
710202	283	2005-11-08	4559	1
710202	242	2005-11-30	3319	1
710348	55	2003-02-21	2954	1
710348	166	2004-04-21	3334	1
710348	142	2004-04-26	5588	2
710492	48	2003-01-17	1489	2
710492	285	2005-04-22	3649	1
710492	181	2005-05-05	3043	5
710492	321	2005-07-22	5698	1
710492	465	2006-03-14	3078	1
710652	58	2003-09-05	9394	2
710851	55	2003-01-30	2969	2
710851	148	2004-09-28	2834	2
710851	272	2005-04-18	2219	1
711030	36	2003-05-14	5483	4
711030	139	2004-07-13	6788	2
711245	179	2004-07-23	5543	4
711245	467	2006-03-22	3878	2
711255	7	2003-07-29	1954	1
711255	80	2005-03-30	1764	1
711255	258	2005-05-19	1919	2
711255	431	2006-05-04	2219	2
711355	36	2004-01-24	5418	4
711355	170	2005-03-28	763	1
711355	283	2005-05-13	4119	1
711355	279	2005-05-13	4119	1
711654	21	2003-05-20	3079	4
711654	93	2004-09-28	4843	2
711654	179	2005-05-25	2303	4
711654	288	2005-06-23	2127	2
711654	209	2005-10-17	1074	1
711654	245	2005-12-30	1394	1
711654	409	2006-04-19	2269	1
711654	431	2006-04-19	2319	1
711704	56	2003-10-23	11332	9
711704	179	2004-10-13	6851	9
711704	284	2005-09-20	3499	1
712019	24	2004-01-21	3073	3
712019	144	2004-08-23	6109	1
712019	278	2005-07-07	3259	2
712064	417	2005-10-17	3569	1
712064	487	2006-05-01	4349	1
712403	68	2003-11-10	1588	2
712403	185	2004-11-19	1778	1
712403	271	2005-11-18	1719	1
712403	488	2006-04-28	5349	1
712463	37	2003-05-20	2654	1
712463	142	2004-04-26	4909	1
712463	122	2004-06-29	1949	2
712954	39	2003-02-21	2354	1
712954	147	2004-04-21	2634	1
712954	22	2004-05-27	1829	1
712954	287	2005-04-22	2727	3
712954	481	2006-05-10	1848	1
712967	179	2005-04-29	3593	3
712967	285	2005-11-10	2349	1
712967	466	2006-03-14	3378	1
712991	54	2002-10-25	3054	1
712991	134	2004-04-16	2813	3
712991	166	2004-04-23	3334	1
712991	269	2005-04-15	3919	1
713119	3	2003-01-30	2004	1
713119	274	2006-01-27	1719	1
713119	470	2006-03-20	9271	1
713136	145	2005-02-07	1809	1
713136	283	2005-04-18	4119	2
713136	279	2005-04-18	4119	2
713314	24	2004-01-27	3503	5
713314	160	2004-07-14	1784	1
713314	66	2004-09-27	938	1
713314	179	2005-04-29	2802	8
713314	278	2005-09-20	3109	1
713415	39	2003-02-26	2454	1
713415	74	2004-01-29	3649	1
713415	244	2005-02-15	1934	2
713415	181	2005-05-20	3343	4
713415	288	2005-09-20	2329	1
713415	288	2005-09-20	1728	1
713415	478	2006-04-20	3998	1
713420	20	2004-01-24	3879	1
713420	143	2004-08-11	9338	2
713420	183	2004-08-12	8249	1
713567	38	2003-05-30	2554	1
713567	146	2004-05-03	2759	2
713567	271	2005-04-18	2219	1
713567	483	2006-04-28	2219	1
713580	21	2003-04-30	4017	3
713580	281	2005-04-20	3659	1
714020	33	2003-04-30	2078	2
714020	142	2004-07-13	5477	4
714020	487	2006-04-28	4349	1
714097	135	2004-03-15	2398	1
714097	144	2004-05-24	6188	2
714097	321	2005-07-20	5698	1
714130	33	2003-04-29	2104	2
714130	154	2004-07-14	1459	1
714130	213	2005-01-10	2274	1
714130	509	2006-04-26	3098	2
714254	181	2005-01-11	5981	8
714254	421	2005-09-21	2369	2
714327	21	2004-06-07	2379	1
714327	84	2004-08-21	2299	1
714327	260	2005-08-10	1719	1
714327	192	2005-09-19	1244	4
714734	515	2006-05-04	7349	1
714772	174	2004-05-19	375	1
714772	21	2004-05-25	2379	1
714772	116	2004-07-27	2724	1
714772	101	2004-11-17	1378	2
714772	139	2005-06-10	6609	1
714772	208	2005-08-29	1774	1
714772	246	2005-11-15	1769	1
714772	429	2005-11-22	5959	1
714772	270	2006-02-15	2069	2
714844	18	2004-03-18	748	1
714844	246	2005-11-09	1769	1
714844	398	2006-02-08	2228	1
714844	309	2006-05-08	2956	2
714947	141	2004-04-23	10009	1
715021	3	2003-01-30	2254	1
715021	33	2003-05-29	1779	2
715021	90	2004-01-30	1749	1
715021	279	2006-04-10	4229	1
715021	283	2006-04-10	4229	1
715047	38	2003-04-29	2554	1
715047	146	2004-04-21	2734	1
715047	211	2005-04-15	1599	1
715047	410	2005-11-14	2169	1
715224	116	2004-04-16	2099	2
715224	170	2005-02-08	963	1
715224	269	2005-05-16	3919	1
715224	209	2005-10-26	774	1
715224	505	2006-05-01	7098	2
715224	279	2006-05-03	2958	2
715224	283	2006-05-03	2988	2
715251	42	2003-01-28	2054	1
715251	65	2004-04-16	1288	2
715251	0	2004-11-18	20	1
715251	212	2004-11-23	2194	1
715251	273	2005-11-13	2069	1
715251	460	2006-05-04	1919	1
715421	179	2005-04-29	3593	3
715421	285	2005-11-10	2349	1
715421	466	2006-03-14	3378	1
715482	66	2004-05-10	1488	2
715482	186	2005-08-17	1177	2
715482	285	2005-11-18	2518	2
715482	487	2006-04-20	4349	1
715852	18	2003-08-29	1298	1
715852	168	2004-05-18	1788	1
715852	320	2005-08-03	4749	1
715935	56	2003-08-26	8538	2
716106	36	2003-04-29	5159	3
716106	17	2003-07-17	3054	1
716160	58	2003-08-29	7778	4
716160	139	2005-02-07	7697	3
716160	247	2005-07-07	2269	2
716268	3	2002-09-30	4453	1
716268	54	2003-06-17	6053	1
716268	21	2003-08-14	7178	1
716268	121	2004-10-07	4908	1
716268	166	2004-10-07	6758	1
716268	270	2005-08-31	2219	3
716268	207	2005-08-31	3274	1
716268	246	2005-11-09	1669	1
716268	452	2006-02-22	4118	1
716293	22	2003-12-04	3117	3
716293	153	2004-11-19	2478	2
716293	419	2005-09-28	3769	1
716316	9	2003-01-29	1903	2
716316	59	2003-08-22	8977	6
716316	321	2005-07-26	7697	2
716427	55	2003-05-30	2954	1
716427	139	2005-02-12	8287	3
716427	167	2005-03-05	1959	1
716488	135	2004-03-15	2398	1
716488	321	2005-07-20	5698	1
716510	4	2003-08-13	2154	1
716510	148	2004-08-16	2584	3
716510	97	2004-12-09	968	1
716510	243	2006-01-18	1669	1
716611	55	2003-06-17	2954	1
716611	143	2004-04-28	8503	9
716611	104	2004-07-09	250	2
716611	269	2005-04-22	4019	2
716611	279	2005-04-22	4659	1
716667	209	2005-01-05	1949	3
716667	321	2005-08-04	5698	1
716667	188	2005-11-11	2574	1
716667	466	2006-03-14	3378	1
716688	59	2003-09-30	8608	4
716995	3	2003-02-07	2354	1
716995	167	2004-12-21	3359	3
716995	185	2005-04-15	1728	1
716995	395	2005-11-18	2428	1
717045	9	2003-01-29	1903	2
717045	59	2003-08-22	8977	6
717045	321	2005-07-26	7697	2
717274	17	2003-06-10	3143	2
717274	447	2006-05-02	6598	1
717349	7	2003-07-16	2502	3
717349	181	2005-06-07	3672	4
717349	468	2006-03-17	4278	1
717360	56	2003-10-23	10477	7
717360	320	2005-08-10	4749	1
717412	37	2003-07-16	2654	1
717412	145	2004-04-23	2834	1
717412	21	2004-05-28	2379	1
717676	29	2003-05-02	2129	1
717676	213	2004-10-08	2274	1
717676	421	2005-09-28	2069	1
717676	245	2005-11-09	1669	1
717926	37	2003-04-10	2554	1
717926	21	2004-04-27	2879	2
717926	144	2004-04-29	5709	1
717926	277	2006-05-09	2409	1
717926	281	2006-05-09	3408	2
717926	466	2006-05-09	3378	1
717962	58	2003-09-12	7778	3
717962	321	2005-07-25	5698	2
717966	60	2003-09-12	7805	7
718029	39	2003-02-28	2454	1
718029	114	2004-07-28	1824	5
718029	170	2005-04-01	812	2
718029	285	2005-11-29	2518	2
718084	8	2002-12-13	1634	1
718084	18	2003-05-29	1008	1
718084	23	2003-05-29	2379	4
718084	121	2004-01-28	264	2
718084	170	2005-03-15	963	1
718084	288	2005-05-17	2027	2
718084	525	2006-05-18	1808	1
718123	39	2003-04-15	2454	1
718123	74	2004-04-16	3549	1
718123	288	2005-05-18	2027	2
718132	37	2003-02-20	2654	1
718132	21	2003-12-18	3679	3
718132	144	2004-04-26	5709	1
718311	37	2003-09-09	2654	1
718311	243	2005-10-01	3019	1
718311	418	2005-10-10	4369	2
718371	37	2003-05-20	2554	1
718371	142	2004-04-26	5388	2
718386	38	2003-04-01	2554	1
718386	8	2003-06-25	4412	1
718386	95	2004-04-15	1374	1
718386	168	2004-05-27	1837	2
718386	68	2004-06-03	1687	2
718386	287	2005-05-16	2627	2
718386	281	2005-06-01	3659	2
718386	481	2006-05-11	1848	1
718441	220	2005-01-21	9622	3
718564	188	2004-09-23	8738	3
718639	19	2003-05-22	1498	1
718639	21	2004-05-27	2379	1
718639	223	2004-12-23	10923	3
718685	2	2002-08-30	2443	2
718685	23	2004-01-30	3098	4
718685	414	2006-03-30	2069	1
718814	138	2004-04-26	6909	3
718814	166	2004-11-09	3559	1
718814	270	2005-11-28	2319	1
718814	487	2006-05-01	4349	2
719022	37	2003-05-20	2654	1
719022	142	2004-04-26	5388	2
719036	284	2005-05-05	3918	2
719036	321	2005-08-04	7697	2
719090	23	2004-03-02	2779	2
719090	144	2004-12-03	8205	5
719100	4	2003-09-26	2154	1
719100	61	2003-10-03	12301	9
719285	144	2004-04-30	5847	3
719285	307	2005-08-10	3749	1
719285	487	2006-04-25	4349	1
719551	37	2003-09-09	2654	1
719551	243	2005-10-01	3019	1
719551	418	2005-10-10	4369	2
719706	28	2003-04-29	2318	2
719706	142	2004-07-13	5047	3
719718	5	2002-09-06	455	1
719718	23	2004-01-30	2679	2
719718	258	2005-10-14	2019	1
719718	278	2005-12-28	3359	2
719897	284	2005-08-15	450	3
719897	469	2006-03-15	12871	2
720002	21	2003-07-15	3779	1
720002	467	2006-05-03	3878	1
720097	46	2003-10-07	1854	1
720097	157	2004-04-21	2034	1
720097	66	2004-09-29	938	1
720097	274	2005-04-18	1419	2
720097	396	2006-03-13	1828	1
720097	510	2006-05-01	2998	1
720171	4	2003-09-11	2154	1
720171	160	2004-07-15	1784	1
720171	274	2005-05-11	1519	2
720171	509	2006-05-03	2298	1
720214	3	2003-03-14	2354	1
720214	179	2004-12-14	5702	3
720214	281	2005-11-15	2859	1
720391	3	2002-08-30	2254	1
720391	40	2003-01-30	2433	4
720391	22	2003-04-29	3822	8
720391	95	2004-02-09	2113	3
720391	77	2004-04-15	4217	3
720391	271	2005-05-18	2219	1
720391	321	2005-08-01	5698	2
720391	480	2006-05-02	4798	2
720477	39	2003-02-28	2454	1
720477	114	2004-07-28	1824	5
720477	170	2005-04-01	812	2
720477	285	2005-11-29	2518	2
720530	58	2003-11-13	7419	2
720608	19	2003-05-13	1448	1
720608	56	2003-09-12	10477	11
720608	168	2004-05-18	1837	4
720651	3	2002-10-02	2354	1
720651	116	2004-03-16	2324	1
720651	272	2005-04-18	2319	1
720651	432	2006-05-03	2219	1
720876	58	2003-08-22	9477	6
720876	179	2004-07-29	5702	3
720876	321	2005-07-28	5698	1
720876	429	2005-09-20	5959	1
720918	24	2003-10-07	2479	2
720918	149	2004-07-27	2573	2
720918	247	2005-04-28	2134	1
721155	170	2005-03-30	1110	4
721155	179	2005-05-19	4931	4
721155	288	2005-05-26	2027	2
721155	309	2006-04-06	5148	2
721155	446	2006-05-11	2069	1
721541	284	2005-11-17	2349	1
721541	451	2006-03-15	5698	1
721541	277	2006-05-16	2409	2
721718	3	2003-02-07	2354	1
721718	167	2004-12-21	3359	3
721718	185	2005-04-15	1728	1
721718	395	2005-11-18	2428	1
721775	5	2003-07-08	1854	1
721775	193	2005-01-11	2074	1
721775	285	2005-11-08	2499	1
721775	467	2006-03-14	3878	1
722124	24	2004-02-09	3254	3
722124	149	2004-07-13	2573	2
722124	211	2005-05-10	2324	1
722124	273	2005-11-13	2069	1
722397	2	2003-07-15	2454	1
722397	75	2004-01-30	4817	3
722426	55	2003-07-02	3004	4
722426	167	2004-04-23	3198	3
722426	270	2005-10-12	3019	1
722426	446	2006-05-04	2069	1
722446	54	2003-01-14	3054	1
722446	270	2006-02-17	2319	1
722446	282	2006-05-01	2259	1
722485	22	2003-05-02	2879	1
722485	179	2004-08-19	7503	3
722485	244	2005-09-20	2369	1
722485	395	2005-11-14	2428	1
722485	392	2006-02-08	1699	1
722538	17	2003-05-14	3293	2
722538	21	2003-05-15	3679	1
722538	170	2004-07-14	1488	1
722538	179	2005-05-11	3893	4
722538	439	2006-02-08	2319	1
722776	169	2004-09-17	1763	1
722776	94	2004-11-18	1173	1
722776	290	2005-05-16	1828	1
722776	487	2006-05-10	4249	1
722897	6	2003-11-10	2004	1
722897	188	2004-10-18	5574	2
722897	492	2006-05-08	3578	1
722936	181	2005-02-14	4602	3
722936	277	2005-11-15	2859	1
723283	46	2003-10-07	1854	1
723283	157	2004-04-21	2034	1
723283	66	2004-09-29	938	1
723283	274	2005-04-18	1419	2
723283	396	2006-03-13	1828	1
723283	510	2006-05-01	2998	1
723356	18	2004-02-12	1138	2
723356	190	2004-09-17	9317	5
723356	168	2004-09-17	2010	4
723356	285	2005-12-10	3098	2
723356	437	2006-03-14	8821	1
723380	28	2003-08-08	2478	2
723380	79	2004-10-21	4048	3
723380	288	2005-05-18	2027	2
723380	525	2006-05-18	1808	1
723499	144	2004-07-16	6388	2
723499	270	2005-10-21	3019	1
723615	58	2003-12-05	7419	2
723728	38	2003-05-30	2554	1
723728	146	2004-05-03	2798	3
723728	271	2005-04-18	2219	1
723728	483	2006-04-28	2219	1
723789	129	2004-06-25	1579	2
723789	181	2005-04-29	4643	4
723789	313	2005-09-20	1699	1
724137	37	2003-05-20	2799	2
724137	58	2003-08-22	9143	4
724137	139	2004-04-28	6538	2
724137	179	2004-07-27	6881	4
724137	287	2005-05-19	2328	1
724137	429	2005-09-20	5959	1
724137	313	2005-09-20	1699	1
724137	467	2006-03-20	3878	1
724258	94	2005-01-06	1539	1
724258	185	2005-07-12	1828	1
724258	285	2005-11-18	2668	2
724258	412	2006-03-14	2169	1
724258	467	2006-03-14	3878	1
724370	39	2003-03-12	2504	4
724370	23	2003-11-07	2779	1
724370	144	2004-04-26	6937	6
724370	66	2004-07-14	938	2
724702	21	2004-03-14	3978	2
724702	178	2004-07-16	7752	3
724702	426	2005-09-20	6159	1
724702	269	2006-02-15	2669	2
724702	410	2006-02-15	2269	1
725016	7	2002-09-06	1754	1
725016	43	2002-11-05	1854	1
725016	29	2003-05-02	2129	1
725016	122	2004-01-28	1674	1
725016	142	2004-04-28	4909	1
725016	157	2004-04-28	2034	1
725016	209	2004-10-11	1774	2
725016	233	2005-04-19	1584	1
725016	274	2005-04-19	1619	2
725016	313	2005-08-23	2349	1
725016	456	2006-02-13	1619	3
725016	414	2006-04-25	1969	1
725106	56	2003-11-07	8419	1
725201	37	2003-09-09	2654	1
725201	306	2005-07-21	649	1
725201	418	2005-10-10	4369	2
725201	244	2005-11-11	2519	1
725208	222	2005-02-05	13148	2
725241	55	2003-05-30	2954	1
725241	143	2004-04-26	9375	6
725241	269	2005-07-07	3919	1
725241	279	2005-07-19	4559	1
725241	488	2006-04-28	5349	2
725366	6	2003-05-22	1904	1
725366	24	2004-01-30	3507	5
725366	212	2004-10-19	2294	1
725366	283	2005-11-15	4229	1
725366	279	2005-11-15	4229	1
725366	426	2005-11-15	6409	1
725378	96	2004-01-30	1324	1
725378	30	2004-05-26	1353	1
725378	170	2005-02-12	1463	1
725378	288	2005-05-16	1628	3
725378	192	2005-08-29	1524	1
725378	409	2005-10-04	2269	1
725378	482	2006-05-12	898	1
725441	58	2003-09-09	7419	1
725585	3	2003-01-29	2254	1
725585	116	2004-01-28	2324	1
725585	66	2004-02-09	1788	2
725585	492	2006-05-12	3578	1
725623	28	2003-04-29	2279	1
725623	142	2004-07-13	5086	4
725650	47	2003-03-12	1704	1
725650	147	2004-04-25	2534	3
725650	513	2006-05-04	4898	1
725751	38	2003-02-28	2574	2
725751	21	2004-06-08	2404	1
725751	180	2004-07-30	4777	3
725751	284	2005-07-12	3749	2
725751	321	2005-08-05	5698	2
725751	467	2006-03-14	3878	1
725794	31	2003-09-03	3772	2
725794	83	2004-08-23	5216	2
725876	5	2003-01-30	1954	1
725876	181	2004-08-11	6131	4
725876	322	2005-09-20	5409	1
725876	228	2005-10-26	1544	1
725876	412	2006-02-07	2169	1
725876	487	2006-04-14	4349	1
726230	46	2003-09-29	3758	4
726230	144	2004-08-11	6808	2
726230	277	2005-07-08	3329	2
726230	281	2005-07-27	3329	1
726263	29	2003-08-29	3018	4
726263	106	2004-07-14	974	1
726263	278	2005-05-04	2979	1
726263	282	2005-05-04	2979	1
726430	28	2003-08-08	2517	3
726430	79	2004-10-21	4048	3
726430	288	2005-05-18	2027	2
726430	525	2006-05-18	1808	1
726448	39	2003-02-21	2454	1
726448	147	2004-04-21	2634	1
726448	22	2004-05-27	1829	1
726448	287	2005-04-22	2727	3
726448	481	2006-05-10	1848	1
726495	30	2003-05-15	1979	1
726495	148	2004-10-02	2834	2
726495	181	2005-04-14	4302	6
726495	276	2005-04-18	3499	1
726495	280	2005-04-18	3499	1
726495	301	2005-07-22	349	1
726495	290	2005-08-08	2327	2
726495	208	2005-09-20	1794	3
726495	244	2005-10-26	1569	2
726495	412	2006-02-07	2169	1
726495	466	2006-03-27	3378	1
726495	487	2006-04-14	4349	1
726495	309	2006-05-10	2577	1
726516	68	2003-09-19	1588	2
726516	4	2003-11-14	2154	1
726516	98	2004-11-16	953	1
726516	167	2005-03-03	1859	1
726516	170	2005-03-21	1061	3
726516	181	2005-05-26	4302	5
726516	288	2005-09-20	2127	2
726516	421	2005-09-28	2069	2
726516	270	2006-01-27	2069	1
726516	270	2006-03-15	2069	1
726516	527	2006-05-18	2408	1
726745	19	2003-05-13	1483	2
726745	168	2004-05-18	1788	1
726745	288	2005-07-19	2127	2
726745	524	2006-05-18	2008	1
726818	58	2003-08-27	8006	5
726875	2	2003-01-30	2354	1
726875	22	2004-05-25	1868	2
726875	66	2004-07-31	1088	1
726875	100	2004-10-28	839	2
726875	84	2005-03-24	2971	2
726875	258	2005-10-28	320	1
726875	510	2006-05-01	2223	1
726960	6	2003-07-29	2004	1
726960	36	2003-07-29	4848	2
726960	116	2004-07-28	1224	2
726960	179	2005-05-02	3593	3
726960	417	2005-09-20	3569	2
726960	296	2005-09-30	2848	2
726960	284	2005-12-05	2498	2
727050	61	2003-08-27	11719	1
727050	418	2005-09-28	4369	1
727050	505	2006-05-04	7198	1
727064	42	2003-09-29	2054	1
727064	142	2004-04-26	5138	2
727064	145	2005-02-14	2359	1
727064	421	2005-09-30	2069	1
727097	66	2004-03-31	1638	2
727097	179	2004-07-23	6802	3
727124	21	2003-05-02	4767	6
727124	172	2004-07-14	5000	1
727124	421	2005-09-27	2069	1
727258	143	2004-06-29	8309	1
727258	94	2004-11-13	1173	1
727258	283	2005-07-25	4559	1
727258	243	2005-09-17	3019	1
727258	467	2006-03-20	3878	1
727281	100	2004-12-08	937	1
727281	421	2005-09-29	2069	1
727281	285	2005-10-24	4198	2
727355	54	2003-02-20	3409	1
727355	138	2004-04-26	6909	3
727355	166	2004-11-09	3559	1
727355	270	2005-11-28	2319	1
727355	487	2006-05-01	4349	2
727404	143	2004-05-24	9787	3
727448	56	2003-10-07	8618	2
727448	310	2006-04-13	350	1
727582	36	2003-07-29	4848	2
727582	6	2003-07-29	2004	1
727582	116	2004-07-28	2224	2
727582	179	2005-05-02	3593	3
727582	417	2005-09-20	3569	2
727582	284	2005-12-05	2498	2
727746	38	2003-04-22	2604	4
727746	76	2004-04-15	2749	1
727746	246	2005-10-28	1769	1
727843	3	2002-08-30	2154	1
727843	76	2004-01-30	4317	3
727843	22	2004-02-09	3687	6
727843	271	2005-05-25	2219	1
727843	480	2006-05-01	4798	1
728266	21	2003-05-02	4733	5
728266	172	2004-07-14	5000	1
728266	421	2005-09-27	2069	1
728505	93	2004-01-29	4649	1
728505	177	2004-07-27	9531	4
728541	3	2002-07-25	2443	2
728541	93	2004-09-28	5068	4
728541	269	2005-05-19	3919	1
728559	2	2002-08-30	2443	2
728559	23	2004-01-30	3098	4
728559	414	2006-03-30	2069	1
728707	94	2004-09-07	1539	1
728707	268	2005-06-23	5019	1
728707	516	2006-04-28	11149	1
728877	37	2003-06-10	2654	1
728877	170	2004-04-28	1538	1
728877	186	2005-05-23	1528	2
728877	288	2005-05-23	1628	2
728877	523	2006-05-18	1608	1
728886	75	2004-02-10	4748	3
728886	269	2006-01-05	2669	2
728886	487	2006-04-28	4349	1
728981	36	2003-06-06	4887	3
728981	134	2004-07-20	2963	4
728981	284	2005-06-21	3749	1
729055	36	2003-06-26	5339	3
729055	93	2004-07-20	4649	1
729055	289	2005-06-06	2627	2
729055	522	2006-05-10	8249	1
729055	505	2006-05-10	7098	1
729055	526	2006-05-18	2108	1
729080	166	2004-04-24	3359	2
729080	488	2006-05-01	5349	1
729249	5	2003-11-07	2153	2
729249	166	2004-10-27	3584	2
