status_id,num_like,num_love,num_wow,num_haha,num_sad,num_angry
5281959998_10150669304759999,6087,0,0,0,0,0
5281959998_10150669298749999,532,0,0,0,0,0
5281959998_10150669179684999,1327,0,0,0,0,0
5281959998_10150669169999999,598,0,0,0,0,0
5281959998_10150669255874999,985,0,0,0,0,0
5281959998_10150669199479999,772,0,0,0,0,0
5281959998_10150669182329999,228,0,0,0,0,0
5281959998_10150669201209999,9393,0,0,0,0,0
5281959998_10150669040444999,236,0,0,0,0,0
5281959998_10150669121279999,2876,2,0,0,0,1
5281959998_10150669116889999,499,0,0,0,0,0
5281959998_10150669180279999,209,0,0,0,0,0
5281959998_10150669106949999,358,0,0,0,0,0
5281959998_10150669106899999,733,0,0,0,0,0
5281959998_10150669110169999,797,0,0,0,0,0
5281959998_10150669129969999,430,0,0,0,0,0
5281959998_10150669121709999,599,0,0,0,0,0
5281959998_10150669103749999,3002,0,0,0,0,0
5281959998_10150669101289999,603,0,0,0,0,0
5281959998_10150669096684999,351,0,0,0,0,0
5281959998_10150669067234999,1247,0,0,0,0,0
5281959998_10150669040099999,2834,0,0,0,0,0
5281959998_10150669034729999,880,0,0,0,0,0
5281959998_10150669029589999,1224,0,0,0,0,0
5281959998_10150669016344999,1393,0,0,0,0,0
5281959998_10150669006939999,398,0,0,0,0,0
5281959998_10150668995764999,858,0,0,0,0,0
5281959998_10150668985854999,6301,0,0,0,0,0
5281959998_10150668545369999,2130,0,0,0,0,0
5281959998_10150668908309999,3805,1,0,0,0,0
5281959998_10150668592869999,619,0,0,0,0,0
5281959998_10150668641664999,546,0,0,0,0,0
5281959998_10150668891519999,952,0,0,0,0,0
5281959998_10150667785729999,771,0,0,0,0,0
5281959998_10150668877349999,1185,0,0,0,0,0
5281959998_10150668870359999,13096,2,0,0,0,0
5281959998_10150668870129999,1015,1,0,0,0,0
5281959998_10150668853054999,7747,0,0,0,0,0
5281959998_10150668835259999,48135,1,0,0,0,0
5281959998_10150668663729999,901,0,0,0,0,0
5281959998_10150668569044999,5860,1,0,0,0,0
5281959998_10150668794209999,754,0,0,0,0,0
5281959998_10150668783844999,1437,4,0,0,0,0
5281959998_10150668760769999,1292,0,0,0,0,0
5281959998_10150668604684999,283,0,0,0,0,0
5281959998_10150668705494999,1672,0,0,0,0,0
5281959998_10150667842779999,2243,0,0,0,0,0
5281959998_10150668714299999,517,0,0,0,0,0
5281959998_10150668560414999,1412,0,0,0,0,0
5281959998_10150668617464999,730,0,0,0,0,0
5281959998_10150668652549999,10661,0,0,0,0,0
5281959998_10150668602304999,320,0,0,0,0,0
5281959998_10150668627359999,818,0,0,0,0,0
5281959998_10150668636139999,445,0,0,0,0,0
5281959998_10150668614239999,5031,0,0,0,0,0
5281959998_10150668609924999,380,0,0,0,0,0
5281959998_10150668598254999,498,0,0,0,0,0
5281959998_10150668599984999,1230,0,0,0,0,0
5281959998_10150668593294999,1328,0,0,0,0,1
5281959998_10150668575124999,2964,0,0,0,0,0
5281959998_10150668564999999,7709,0,0,0,0,0
5281959998_10150667768114999,2234,0,0,0,0,0
5281959998_10150668542679999,666,0,0,0,0,0
5281959998_10150668538929999,1028,0,0,0,0,0
5281959998_10150668524984999,643,0,0,0,0,0
5281959998_10150667764414999,1050,1,0,0,0,0
5281959998_10150667821324999,2003,0,0,0,0,0
5281959998_10150668118659999,433,0,0,0,0,0
5281959998_10150668153384999,964,0,0,0,0,0
5281959998_10150667961389999,797,0,0,0,0,0
5281959998_10150667962714999,1267,0,0,0,0,0
5281959998_10150668109494999,961,0,0,0,0,0
5281959998_10150667779364999,1458,0,0,0,0,0
5281959998_10150667797109999,1484,0,0,0,0,0
5281959998_10150668319039999,1446,0,0,0,0,0
5281959998_10150667955849999,774,0,0,0,0,0
5281959998_10150667958589999,2373,0,0,0,0,0
5281959998_10150667817934999,1840,0,0,0,0,0
5281959998_10150668094524999,564,0,0,0,0,0
5281959998_10150668117364999,2154,0,0,0,0,0
5281959998_10150667820579999,1729,1,0,0,0,0
5281959998_10150668168714999,1061,0,0,0,0,0
5281959998_10150668168174999,908,0,0,0,0,0
5281959998_10150667784329999,309,0,0,0,0,0
5281959998_10150668161499999,1032,0,0,0,0,0
5281959998_10150668088604999,1199,0,0,0,0,0
5281959998_10150668148449999,8000,1,0,0,0,0
5281959998_10150668046854999,806,0,0,0,0,0
5281959998_10150668049289999,715,0,0,0,0,0
5281959998_10150668063789999,2625,0,0,0,0,0
5281959998_10150667960529999,2354,0,0,0,0,0
5281959998_10150667971964999,532,0,0,0,0,0
5281959998_10150667951724999,1601,0,0,0,0,0
5281959998_10150668016584999,2619,1,0,0,0,0
5281959998_10150667948129999,1986,0,0,0,0,0
5281959998_10150667948764999,4043,0,0,0,0,0
5281959998_10150667945974999,14816,0,0,0,0,0
5281959998_10150667800599999,4391,0,0,0,0,3
5281959998_10150667935404999,2511,0,0,0,0,0
5281959998_10150667933079999,2110,0,0,0,0,0
5281959998_10150667820159999,1376,0,0,0,0,0
5281959998_10150667911719999,375,0,0,0,0,0
5281959998_10150667753549999,843,0,0,0,0,0
5281959998_10150667878014999,438,0,0,0,0,0
5281959998_10150667866184999,549,0,0,0,0,0
5281959998_10150667754254999,1049,0,0,0,0,0
5281959998_10150667826289999,298,0,0,0,0,0
5281959998_10150667748394999,1873,0,0,0,0,0
5281959998_10150667785899999,1427,0,0,0,0,0
5281959998_10150667737024999,5358,0,0,2,0,0
5281959998_10150667731019999,2247,0,0,0,0,0
5281959998_10150667742149999,4642,2,2,0,0,0
5281959998_10150667746829999,626,0,0,0,0,0
5281959998_10150667720074999,95,0,0,0,0,0
5281959998_10150667739339999,1977,0,0,0,0,0
5281959998_10150667721404999,3407,0,0,0,0,0
5281959998_10150667712059999,1395,0,0,0,0,0
5281959998_10150667681299999,7465,0,0,0,0,0
5281959998_10150667398074999,1168,0,0,0,0,0
5281959998_10150667668224999,5548,0,0,0,0,0
5281959998_10150667664489999,1808,0,0,0,0,0
5281959998_10150667652969999,395,0,0,0,0,0
5281959998_10150667641284999,7667,0,0,0,0,0
5281959998_10150667616724999,12448,0,0,0,0,0
5281959998_10150667606339999,1897,0,0,0,0,0
5281959998_10150667593159999,436,0,0,0,0,0
5281959998_10150667404669999,328,0,0,0,1,0
5281959998_10150667575224999,243,0,0,0,0,0
5281959998_10150667562334999,1034,4,0,0,0,0
5281959998_10150667559514999,1090,0,0,0,0,0
5281959998_10150667542919999,566,0,0,0,0,0
5281959998_10150667522694999,560,0,0,0,0,0
5281959998_10150667498284999,2624,0,0,0,0,0
5281959998_10150667479739999,2605,0,0,0,0,0
5281959998_10150667454134999,401,0,0,0,0,0
5281959998_10150667420799999,1012,0,0,0,0,0
5281959998_10150667442904999,403,0,0,0,0,0
5281959998_10150667433344999,2321,0,0,0,0,0
5281959998_10150667387299999,6763,0,0,0,0,0
5281959998_10150667401474999,24181,1,0,0,0,0
5281959998_10150667379009999,752,0,0,0,0,0
5281959998_10150667375264999,273,0,0,0,0,0
5281959998_10150667362349999,1416,0,0,0,0,0
5281959998_10150667358174999,1783,0,0,0,0,0
5281959998_10150667352714999,265,0,0,0,0,0
5281959998_10150667352189999,561,0,0,0,0,0
5281959998_10150667344344999,333,0,0,0,0,0
5281959998_10150667193254999,332,0,0,0,0,0
5281959998_10150667185124999,853,0,0,0,0,0
5281959998_10150666937484999,1711,0,0,0,0,0
5281959998_10150667182589999,552,0,0,0,0,0
5281959998_10150667181629999,682,0,0,0,0,0
5281959998_10150667177434999,1397,0,0,0,0,0
5281959998_10150667173884999,794,0,0,0,0,0
5281959998_10150667171819999,747,0,0,0,1,0
5281959998_10150667170789999,232,0,0,0,0,0
5281959998_10150667158414999,3075,0,1,0,0,0
5281959998_10150667149749999,226,0,0,0,0,0
5281959998_10150667179329999,11594,0,0,0,0,0
5281959998_10150667166899999,402,0,0,0,0,0
5281959998_10150667177474999,1164,0,0,0,0,0
5281959998_10150667153544999,2038,0,0,0,0,0
5281959998_10150667146364999,478,0,0,0,0,0
5281959998_10150667142709999,269,0,0,0,0,0
5281959998_10150667140669999,9198,0,0,0,0,0
5281959998_10150666993349999,2785,0,0,0,0,0
5281959998_10150667111774999,200,0,0,0,0,0
5281959998_10150667021889999,911,0,0,0,0,0
5281959998_10150666841239999,1067,0,0,0,0,0
5281959998_10150667101814999,4107,0,0,0,0,0
5281959998_10150666807064999,368,0,0,0,0,0
5281959998_10150666935994999,134,0,0,0,0,0
5281959998_10150666878954999,7405,0,0,0,0,0
5281959998_10150666928199999,887,0,0,0,0,0
5281959998_10150666851684999,262,0,0,0,0,0
5281959998_10150667036799999,167,0,0,0,0,0
5281959998_10150666815629999,2057,0,0,0,0,0
5281959998_10150667023514999,1935,0,0,0,0,0
5281959998_10150667001424999,325,0,0,0,0,0
5281959998_10150666963509999,242,0,0,0,0,0
5281959998_10150666984099999,179,0,0,0,0,0
5281959998_10150666887049999,1634,0,0,0,0,0
5281959998_10150666835954999,967,0,0,0,0,0
5281959998_10150666863279999,595,0,0,0,0,0
5281959998_10150666854229999,1169,0,0,0,0,0
5281959998_10150666931324999,441,0,0,0,0,0
5281959998_10150666868024999,1638,0,0,0,0,0
5281959998_10150666922544999,1494,0,0,0,0,0
5281959998_10150666828449999,161,0,0,0,0,0
5281959998_10150666805114999,2003,0,0,0,0,0
5281959998_10150666835829999,4351,0,0,0,0,0
5281959998_10150666792459999,3030,1,0,0,0,0
5281959998_10150666823359999,3255,0,0,0,0,0
5281959998_10150666810609999,2913,0,0,0,0,0
5281959998_10150666795044999,3170,0,0,0,0,0
5281959998_10150666797864999,125,0,0,0,0,0
5281959998_10150666790634999,678,0,0,0,0,0
5281959998_10150666773309999,3139,0,0,0,0,0
5281959998_10150666753594999,984,0,0,0,0,0
5281959998_10150666734624999,303,0,0,0,0,0
5281959998_10150666730419999,319,0,0,0,0,0
5281959998_10150666719969999,3381,0,0,0,0,0
5281959998_10150666592389999,406,0,0,0,0,0
5281959998_10150666688839999,450,0,0,0,0,0
5281959998_10150666687324999,4444,0,0,0,0,0
5281959998_10150666686504999,614,0,0,0,0,0
5281959998_10150666545879999,1823,0,0,0,0,0
5281959998_10150666685509999,189,0,0,0,0,0
5281959998_10150666593224999,293,0,0,0,0,0
5281959998_10150666531279999,19678,0,0,0,0,0
5281959998_10150666451024999,1608,0,0,0,0,0
5281959998_10150666623214999,1781,0,0,0,0,0
5281959998_10150666594619999,463,0,0,0,0,0
5281959998_10150666509909999,1610,0,0,0,0,1
5281959998_10150666588849999,1506,0,0,0,0,0
5281959998_10150666584274999,921,0,0,0,0,0
5281959998_10150666570364999,642,0,0,0,0,0
5281959998_10150666560579999,1054,0,0,0,0,0
5281959998_10150666556564999,7734,0,0,0,0,0
5281959998_10150666549314999,1202,0,0,0,0,0
5281959998_10150666540599999,789,0,0,0,0,0
5281959998_10150666527389999,477,0,0,0,0,0
5281959998_10150666355874999,3309,0,0,0,0,0
5281959998_10150666461089999,7242,0,0,0,0,0
5281959998_10150666502244999,405,0,0,0,0,0
5281959998_10150666498404999,177,0,0,0,0,0
5281959998_10150666466319999,435,0,0,0,0,0
5281959998_10150666490479999,333,0,0,0,0,0
5281959998_10150666483289999,638,0,0,0,0,0
5281959998_10150666421199999,915,0,0,0,0,0
5281959998_10150666422829999,2910,0,0,0,0,0
5281959998_10150666419579999,2143,0,0,0,0,0
5281959998_10150666393054999,375,0,1,0,0,0
5281959998_10150666405429999,232,0,0,0,0,0
5281959998_10150666402659999,1400,0,0,0,0,0
5281959998_10150666290679999,887,1,0,0,0,0
5281959998_10150666392394999,1545,0,0,0,0,0
5281959998_10150666319694999,471,0,0,0,0,0
5281959998_10150666297544999,2111,0,0,0,0,0
5281959998_10150666307109999,289,0,0,0,0,0
5281959998_10150666302849999,1352,0,0,0,0,0
5281959998_10150666302219999,394,0,0,0,0,0
5281959998_10150666309054999,1170,0,0,0,0,0
5281959998_10150666312589999,549,0,0,0,0,0
5281959998_10150666294824999,777,0,0,0,0,0
5281959998_10150666281809999,3248,0,0,0,0,0
5281959998_10150666277439999,326,0,0,0,0,0
5281959998_10150666271304999,206,0,0,0,0,0
5281959998_10150666231124999,1034,0,0,0,0,0
5281959998_10150666236879999,980,0,0,0,0,0
5281959998_10150666222169999,4752,0,0,0,0,0
5281959998_10150666212499999,1119,0,0,0,0,0
5281959998_10150665878959999,655,0,0,0,0,0
5281959998_10150666052349999,405,0,0,0,0,0
5281959998_10150665867864999,290,0,0,0,0,0
5281959998_10150666073434999,3003,0,0,0,0,0
5281959998_10150666090579999,1405,0,0,0,0,0
5281959998_10150666085699999,695,0,0,0,0,0
5281959998_10150666082999999,677,0,0,0,0,0
5281959998_10150666090139999,216,0,0,0,0,0
5281959998_10150666075059999,586,0,0,0,0,0
5281959998_10150666067479999,436,0,0,0,0,0
5281959998_10150666080959999,1962,0,0,0,0,0
5281959998_10150666079144999,220,0,0,0,0,0
5281959998_10150666065324999,1132,0,0,0,0,0
5281959998_10150666063334999,542,0,0,0,0,0
5281959998_10150666045969999,398,0,0,0,0,0
5281959998_10150666042149999,693,0,0,0,0,0
5281959998_10150666029094999,1139,0,0,0,0,0
5281959998_10150665819929999,3837,1,0,0,0,0
5281959998_10150665935674999,330,0,0,0,0,0
5281959998_10150665955379999,1318,0,0,0,0,0
5281959998_10150665978354999,8085,0,0,0,0,0
5281959998_10150665967929999,995,0,0,0,0,0
5281959998_10150665801954999,4406,1,0,0,0,0
5281959998_10150665870999999,372,0,0,0,0,0
5281959998_10150665732799999,5399,0,0,0,0,0
5281959998_10150665869434999,859,0,0,0,0,0
5281959998_10150665903614999,19723,0,0,0,0,0
5281959998_10150665865189999,503,0,0,0,0,0
5281959998_10150665860409999,422,0,0,0,0,0
5281959998_10150665825034999,1203,0,0,0,0,0
5281959998_10150665759919999,1056,0,0,0,0,0
5281959998_10150665834724999,91,0,0,0,0,0
5281959998_10150665779169999,3431,0,0,0,0,0
5281959998_10150665802974999,1824,0,0,0,0,0
5281959998_10150665797309999,878,0,0,0,0,0
5281959998_10150665730929999,762,0,0,0,0,0
5281959998_10150665758784999,185,0,0,0,0,0
5281959998_10150665744849999,971,0,0,0,0,0
5281959998_10150665743884999,504,0,0,0,0,0
5281959998_10150665729224999,767,0,0,0,0,0
5281959998_10150665726004999,680,0,0,0,0,0
5281959998_10150665707034999,1059,0,0,0,0,0
5281959998_10150665689119999,403,0,0,0,0,0
5281959998_10150665654689999,1867,0,0,0,0,0
5281959998_10150665665379999,3028,0,0,0,0,0
5281959998_10150665648959999,1864,0,0,0,0,0
5281959998_10150665643919999,102,0,0,0,0,0
5281959998_10150665636794999,2190,0,0,0,0,0
5281959998_10150665383194999,1145,0,0,0,0,0
5281959998_10150665233244999,3181,0,0,0,0,0
5281959998_10150665454574999,370,0,0,0,0,0
5281959998_10150665155354999,259,0,0,0,0,0
5281959998_10150665425974999,1546,0,0,0,0,0
5281959998_10150665510959999,504,0,0,0,0,0
5281959998_10150665418734999,586,0,0,0,0,0
5281959998_10150665404494999,421,0,0,0,0,0
5281959998_10150665492839999,464,0,0,0,0,0
5281959998_10150665480864999,1240,0,0,0,0,0
5281959998_10150665483324999,706,0,0,0,0,0
5281959998_10150665489909999,2901,0,0,0,0,0
5281959998_10150665456884999,10245,2,1,0,0,0
5281959998_10150665435849999,2526,0,0,0,1,0
5281959998_10150665474689999,720,0,0,0,0,0
5281959998_10150665174384999,1496,0,0,0,0,0
5281959998_10150665478759999,4347,0,0,0,0,0
5281959998_10150665449279999,559,0,0,0,0,0
5281959998_10150665422074999,390,0,0,0,0,0
5281959998_10150665432864999,2891,0,0,0,0,0
5281959998_10150665414369999,9087,0,0,0,0,0
5281959998_10150665366339999,2395,0,0,0,0,0
5281959998_10150665296564999,877,0,0,0,0,0
5281959998_10150665393179999,1061,0,0,0,0,0
5281959998_10150665273539999,356,0,0,0,0,0
5281959998_10150665378909999,23735,0,0,0,0,0
5281959998_10150665374849999,2584,0,0,0,0,0
5281959998_10150665167454999,233,0,0,1,0,0
5281959998_10150665209169999,1204,0,0,0,0,0
5281959998_10150665352969999,458,0,0,0,0,0
5281959998_10150665311729999,908,0,0,0,0,0
5281959998_10150665335864999,400,0,0,0,0,0
5281959998_10150665145739999,1412,4,0,0,0,0
5281959998_10150665317024999,592,0,0,0,0,0
5281959998_10150665129524999,569,0,0,0,0,0
5281959998_10150665287129999,2514,0,0,0,0,0
5281959998_10150665265214999,699,0,0,0,0,0
5281959998_10150665278649999,282,0,0,0,0,0
5281959998_10150665071319999,874,0,0,0,0,0
5281959998_10150665136389999,361,0,0,0,0,0
5281959998_10150665125209999,666,0,0,0,0,0
5281959998_10150665239279999,128,0,0,0,0,0
5281959998_10150665200164999,4479,0,0,0,0,0
5281959998_10150665178514999,1334,0,0,0,0,0
5281959998_10150665176734999,161,0,0,0,0,0
5281959998_10150665127009999,5734,0,0,0,0,0
5281959998_10150665166114999,1232,0,0,0,0,0
5281959998_10150665157054999,868,0,0,0,0,0
5281959998_10150665124474999,423,0,0,0,0,0
5281959998_10150665121314999,1347,0,0,0,0,0
5281959998_10150665123799999,150,0,0,0,0,0
5281959998_10150665116164999,1657,0,0,0,0,0
5281959998_10150665085319999,432,0,0,0,0,0
5281959998_10150665079684999,1029,0,0,0,0,0
5281959998_10150665091724999,5390,2,0,0,0,0
5281959998_10150665073719999,208,0,0,0,0,0
5281959998_10150665078074999,3757,0,0,0,0,0
5281959998_10150665069494999,635,0,0,0,0,0
5281959998_10150664786924999,1093,0,0,0,0,1
5281959998_10150663705004999,913,0,0,0,0,0
5281959998_10150665048609999,1552,0,0,0,0,0
5281959998_10150664701899999,1344,0,0,0,0,0
5281959998_10150664760434999,316,0,0,0,0,0
5281959998_10150664953479999,1139,0,0,0,0,0
5281959998_10150664979639999,573,0,0,0,0,0
5281959998_10150664960779999,6150,0,0,0,0,0
5281959998_10150664951294999,393,0,0,0,0,0
5281959998_10150664841669999,736,0,0,0,0,0
5281959998_10150663580169999,1218,0,0,0,0,0
5281959998_10150664912419999,552,0,0,0,0,0
5281959998_10150664773089999,539,0,0,0,0,0
5281959998_10150664721044999,3554,0,0,0,0,0
5281959998_10150664847404999,1140,0,0,0,0,0
5281959998_10150664717994999,1816,0,0,0,0,0
5281959998_10150664838949999,3636,0,0,0,0,0
5281959998_10150664820154999,568,0,0,0,0,0
5281959998_10150664793009999,11234,0,0,0,0,0
5281959998_10150663572184999,3966,0,0,0,0,0
5281959998_10150664765724999,7182,0,0,0,0,0
5281959998_10150664778759999,620,0,0,0,0,0
5281959998_10150664767794999,1205,0,0,0,0,0
5281959998_10150664756954999,328,0,0,0,0,0
5281959998_10150664725814999,279,0,0,0,0,0
5281959998_10150664700119999,4183,0,0,0,0,0
5281959998_10150664690579999,3472,0,0,0,0,0
5281959998_10150664679249999,356,0,0,0,0,0
5281959998_10150664712154999,3140,0,0,0,0,0
5281959998_10150664435614999,1936,0,0,0,0,0
5281959998_10150664675734999,2690,0,0,0,0,0
5281959998_10150664672639999,464,0,0,0,0,0
5281959998_10150663565299999,2099,0,0,0,0,0
5281959998_10150664278779999,2556,0,0,0,0,0
5281959998_10150664333529999,3531,0,0,0,0,0
5281959998_10150664434679999,1569,0,0,0,0,0
5281959998_10150664195249999,4629,2,0,0,0,0
5281959998_10150664210924999,1678,0,0,0,0,0
5281959998_10150664284734999,789,0,0,0,0,0
5281959998_10150664448924999,613,0,1,0,0,0
5281959998_10150664493134999,1833,0,0,0,0,0
5281959998_10150664315104999,2230,0,0,0,0,0
5281959998_10150664440284999,2275,0,0,0,0,0
5281959998_10150664204064999,2603,0,0,0,0,0
5281959998_10150664244364999,4426,0,0,0,0,0
5281959998_10150664196034999,734,0,0,0,0,0
5281959998_10150664304214999,2193,0,0,0,0,0
5281959998_10150664325359999,1520,0,0,0,0,0
5281959998_10150663704294999,883,0,0,0,0,0
5281959998_10150664196899999,1623,1,0,0,1,0
5281959998_10150664287579999,603,0,0,0,0,0
5281959998_10150663730009999,1601,0,0,0,0,0
5281959998_10150664276759999,1511,0,0,0,0,0
5281959998_10150664299124999,1421,1,0,1,0,0
5281959998_10150664297284999,1011,1,0,0,0,0
5281959998_10150663583479999,204,0,0,0,0,0
5281959998_10150663575064999,1593,0,0,0,0,0
5281959998_10150663665059999,122,0,0,0,0,0
5281959998_10150664241934999,1272,0,0,0,0,0
5281959998_10150664230954999,1312,0,0,0,0,0
5281959998_10150664215769999,482,0,0,0,0,0
5281959998_10150664208819999,396,0,0,0,0,0
5281959998_10150664185774999,1951,0,0,0,0,0
5281959998_10150664194539999,2179,0,0,0,0,0
5281959998_10150663577399999,1095,0,0,0,0,0
5281959998_10150663993584999,1154,0,0,0,0,0
5281959998_10150663991684999,1991,0,0,0,0,0
5281959998_10150663978039999,2925,0,0,0,0,0
5281959998_10150664025884999,2775,0,0,0,0,0
5281959998_10150663988289999,970,0,0,0,0,0
5281959998_10150663998124999,1100,0,0,1,0,0
5281959998_10150663996039999,751,0,0,0,0,0
5281959998_10150663994594999,1123,0,0,0,0,0
5281959998_10150663988859999,4298,0,0,0,0,0
5281959998_10150663981494999,1065,0,0,0,0,0
5281959998_10150663994304999,1421,0,0,0,0,0
5281959998_10150663977064999,5030,0,0,0,0,0
5281959998_10150663988334999,477,0,0,0,0,0
5281959998_10150663975479999,1300,1,0,0,0,0
5281959998_10150663965684999,644,0,0,0,0,0
5281959998_10150663802419999,1017,0,0,0,0,0
5281959998_10150663713159999,685,0,0,0,0,0
5281959998_10150663932794999,3233,1,0,0,0,0
5281959998_10150663916634999,705,0,0,0,0,0
5281959998_10150663891539999,4371,0,0,0,0,0
5281959998_10150663754769999,3044,0,0,0,0,0
5281959998_10150663868919999,25320,2,0,0,0,0
5281959998_10150663851449999,3629,0,0,0,0,0
5281959998_10150663847439999,638,0,0,0,0,0
5281959998_10150663841679999,1498,0,0,0,0,0
5281959998_10150663708929999,2075,0,0,0,0,0
5281959998_10150663780109999,548,0,0,0,0,0
5281959998_10150663798214999,1426,0,0,0,0,0
5281959998_10150663564514999,540,0,0,0,0,0
5281959998_10150663758054999,1003,0,0,0,0,0
5281959998_10150663721014999,659,0,0,0,0,0
5281959998_10150663719584999,666,0,0,0,0,0
5281959998_10150663728649999,3255,0,0,0,0,0
5281959998_10150663657249999,1491,0,0,0,0,0
5281959998_10150663709889999,288,0,0,0,0,0
5281959998_10150663692739999,545,0,0,0,0,0
5281959998_10150663682104999,2049,0,0,0,0,0
5281959998_10150663609734999,369,0,0,0,0,0
5281959998_10150663605269999,4955,0,0,0,0,0
5281959998_10150663585544999,4465,0,0,0,0,0
5281959998_10150663577704999,1720,0,0,1,0,7
5281959998_10150663569804999,182,0,0,0,0,0
5281959998_10150663563579999,512,0,0,0,0,0
5281959998_10150663562009999,3878,0,0,0,0,0
5281959998_10150663545079999,680,0,0,0,0,0
5281959998_10150663535049999,3219,0,0,0,0,0
5281959998_10150663529239999,1082,0,0,0,0,0
5281959998_10150663515984999,995,0,0,0,0,0
5281959998_10150663505709999,1823,0,0,0,0,0
5281959998_10150663492549999,393,0,0,0,0,0
5281959998_10150663475939999,21885,0,0,0,1,0
5281959998_10150663258434999,338,0,0,0,0,0
5281959998_10150663313664999,2510,0,0,0,0,0
5281959998_10150663311664999,270,0,0,0,0,0
5281959998_10150663254004999,494,0,0,0,0,0
5281959998_10150663306734999,8247,1,0,0,0,0
5281959998_10150663271574999,2012,0,0,0,0,0
5281959998_10150663170639999,695,0,0,0,0,0
5281959998_10150663291809999,675,0,0,0,0,0
5281959998_10150663345334999,632,0,0,0,0,0
5281959998_10150663346049999,377,0,0,0,0,0
5281959998_10150663302319999,1701,0,0,0,0,0
5281959998_10150663277014999,1084,0,0,0,0,0
5281959998_10150663299139999,896,0,0,0,0,0
5281959998_10150663286819999,2269,0,0,0,0,0
5281959998_10150663247914999,362,0,0,0,0,0
5281959998_10150663190789999,4453,0,0,0,0,0
5281959998_10150663235614999,5987,0,0,0,0,0
5281959998_10150663174789999,457,0,0,0,0,0
5281959998_10150663191614999,3117,0,0,0,0,0
5281959998_10150663209399999,4847,0,0,0,0,0
5281959998_10150663177214999,476,0,0,0,0,0
5281959998_10150663193099999,237,0,0,0,0,0
5281959998_10150663173319999,2105,0,0,0,0,0
5281959998_10150663155659999,416,0,0,0,0,0
5281959998_10150663139654999,5423,1,0,0,0,0
5281959998_10150663119999999,839,0,0,0,0,0
5281959998_10150663124624999,695,0,0,0,0,0
5281959998_10150663108229999,3788,0,0,0,0,0
5281959998_10150663101324999,206,0,0,0,0,0
5281959998_10150663099614999,6024,0,0,0,0,0
5281959998_10150663091474999,419,0,0,0,0,0
5281959998_10150663073709999,119,0,0,0,0,0
5281959998_10150663055894999,996,1,0,0,0,0
5281959998_10150663029374999,337,0,0,0,0,0
5281959998_10150663022079999,22648,1,0,0,0,1
5281959998_10150663013654999,2828,0,0,0,0,0
5281959998_10150662999724999,452,0,0,0,0,0
5281959998_10150662982649999,434,0,0,0,0,0
5281959998_10150662961939999,692,0,0,0,0,0
5281959998_10150662947244999,1754,0,0,0,0,0
5281959998_10150662927184999,612,0,0,0,0,0
5281959998_10150662906629999,849,0,0,0,0,0
5281959998_10150662882074999,700,0,0,0,0,0
5281959998_10150662825744999,1059,0,0,0,0,0
5281959998_10150662811984999,2044,0,0,0,0,0
5281959998_10150662796919999,1135,0,0,0,0,0
5281959998_10150662782314999,1532,0,0,0,0,0
5281959998_10150662779814999,1187,0,0,0,0,0
5281959998_10150662440004999,1183,0,0,0,0,0
5281959998_10150662575294999,277,0,0,0,0,0
5281959998_10150662571769999,382,0,0,0,0,0
5281959998_10150662569404999,847,0,0,0,0,0
5281959998_10150662686144999,14336,0,0,0,0,0
5281959998_10150662474499999,4174,0,0,0,0,0
5281959998_10150662566339999,820,0,0,0,0,0
5281959998_10150662564709999,879,0,0,0,0,0
5281959998_10150662551559999,1661,0,0,0,0,0
5281959998_10150662519454999,411,0,0,0,0,0
5281959998_10150662583099999,714,0,0,0,0,0
5281959998_10150662503689999,626,0,0,0,0,0
5281959998_10150662465639999,1284,0,0,0,0,0
5281959998_10150662497829999,326,0,0,0,0,0
5281959998_10150662494634999,7843,1,0,0,2,3
5281959998_10150662487599999,3151,0,0,0,0,0
5281959998_10150662448534999,3583,0,0,0,0,0
5281959998_10150662446319999,10786,13,1,2,2,64
5281959998_10150662452574999,4095,0,0,0,0,0
5281959998_10150662233254999,80,0,0,0,0,0
5281959998_10150662412104999,1173,0,0,0,0,0
5281959998_10150662386994999,2790,0,0,0,0,0
5281959998_10150662168454999,2597,0,0,0,0,0
5281959998_10150662253974999,222,0,0,0,0,0
5281959998_10150662182559999,619,0,0,0,0,0
5281959998_10150662245979999,1050,0,0,0,0,0
5281959998_10150662339134999,0,0,0,0,0,0
5281959998_10150662250189999,408,0,0,0,0,0
5281959998_10150662161569999,2056,0,0,0,0,0
5281959998_10150662301959999,1349,0,0,0,0,0
5281959998_10150662267614999,443,0,0,0,0,0
5281959998_10150662264144999,1350,0,0,0,0,0
5281959998_10150662255784999,362,0,0,0,0,0
5281959998_10150662251054999,4092,0,0,0,0,0
5281959998_10150662174629999,613,0,0,0,0,0
5281959998_10150662219939999,851,0,0,0,0,0
5281959998_10150662206214999,857,0,0,0,0,0
5281959998_10150662172304999,380,0,0,0,0,0
5281959998_10150662187849999,528,0,0,0,0,0
5281959998_10150662165359999,582,0,0,0,0,0
5281959998_10150662163154999,1463,0,0,0,0,0
5281959998_10150662148069999,2269,0,0,0,0,0
5281959998_10150662140414999,1041,0,0,0,0,0
5281959998_10150662111974999,1476,0,0,0,0,0
5281959998_10150662103944999,257,0,0,1,0,0
5281959998_10150662105344999,404,0,0,0,0,0
5281959998_10150662097499999,1268,0,0,0,0,0
